ID1	ID2	Type
RABL3	ACAP2	co-expression
RABL3	ACTR2	co-expression
RABL3	ACTR6	co-expression
RABL3	AIMP1	co-expression
RABL3	C5ORF22	co-expression
RABL3	DCUN1D1	co-expression
RABL3	GABPA	co-expression
RABL3	MOB4	co-expression
RABL3	NDUFA5	co-expression
RABL3	NUS1	co-expression
RABL3	PCNP	co-expression
RABL3	PDCD10	co-expression
RABL3	PPIL4	co-expression
RABL3	PPP1CB	co-expression
RABL3	PRPF18	co-expression
RABL3	PSMD5	co-expression
RABL3	SEC62	co-expression
RABL3	SNX4	co-expression
RABL3	SPAST	co-expression
RABL3	STXBP3	co-expression
RABL3	TBC1D23	co-expression
RABL3	TBK1	co-expression
RABL3	TWF1	co-expression
RABL3	UBA5	co-expression
RABL3	USP16	co-expression
RABL3	ZMPSTE24	co-expression
FAR1	SMC4	co-expression
ATF7	TAOK3	direct
CDCA2	ESCO2	co-expression
CDCA2	PBK	co-expression
CDCA4	SUV39H1	direct
PDGFB	COL3A1	direct
PDGFB	COL4A1	direct
PDGFB	COL5A1	direct
PDGFB	COL6A1	direct
PDGFB	ADAMTS7	co-expression
PDGFB	CD248	co-expression
PDGFB	COL4A2	co-expression
PDGFB	GGT5	co-expression
PDGFB	HHIPL1	co-expression
PDGFB	ROBO4	co-expression
CDCA8	AURKB	direct
CDCA8	INCENP	direct
CDCA8	CDC20	co-expression
PDGFC	ANTXR1	co-expression
PDGFC	CALD1	co-expression
PDGFC	CCDC80	co-expression
PDGFC	CDH11	co-expression
PDGFC	CDK14	co-expression
PDGFC	CLMP	co-expression
PDGFC	CNTN4	co-expression
PDGFC	COL11A1	co-expression
PDGFC	COL12A1	co-expression
PDGFC	COL5A2	co-expression
PDGFC	COL6A3	co-expression
PDGFC	COL8A1	co-expression
PDGFC	COL8A2	co-expression
PDGFC	CTSK	co-expression
PDGFC	DDR2	co-expression
PDGFC	DPYSL3	co-expression
PDGFC	ECM2	co-expression
PDGFC	FERMT2	co-expression
PDGFC	FGF1	co-expression
PDGFC	FRMD6	co-expression
PDGFC	FSTL1	co-expression
PDGFC	GLT8D2	co-expression
PDGFC	GPC6	co-expression
PDGFC	GREM1	co-expression
PDGFC	INHBA	co-expression
PDGFC	LAMA4	co-expression
PDGFC	LRRC15	co-expression
PDGFC	LUM	co-expression
PDGFC	MCC	co-expression
PDGFC	NR3C1	co-expression
PDGFC	PCDH7	co-expression
PDGFC	PLXDC2	co-expression
PDGFC	QKI	co-expression
PDGFC	RAB31	co-expression
PDGFC	SERPINF1	co-expression
PDGFC	SPOCK1	co-expression
PDGFC	SULF1	co-expression
PDGFC	VCAN	co-expression
PDGFC	VSTM4	co-expression
PDGFC	ZNF521	co-expression
PDGFC	SNAI2	co-expression
PDGFC	COL3A1	co-expression
ATG5	CCNC	co-expression
ATG5	ORC4	co-expression
ATG5	SNX3	co-expression
FN1	FBLN1	direct
FN1	ITGA5	direct
FN1	KANK2	direct
FN1	LOX	direct
FN1	MMP2	direct
FN1	TUBB6	direct
FN1	IGFBP3	direct
FN1	ILK	direct
FN1	AEBP1	co-expression
FN1	COL3A1	co-expression
FN1	COL4A1	co-expression
FN1	COL5A1	co-expression
FN1	COL5A2	co-expression
FN1	COL6A1	co-expression
FN1	COL6A3	co-expression
FN1	FNDC1	co-expression
FN1	ITGA11	co-expression
FN1	MRC2	co-expression
FN1	NTM	co-expression
FN1	SPARC	co-expression
FN1	THBS2	co-expression
FN1	HGF	direct
FN1	MSN	direct
FN1	MYH10	direct
FN1	THBS1	direct
FN1	TLN1	direct
FN1	ITGAV	direct
FN1	COL11A1	co-expression
FN1	COL8A1	co-expression
FN1	INHBA	co-expression
FN1	SPOCK1	co-expression
FN1	VCAN	co-expression
MAGOHB	TRA2B	direct
FAT4	DDR2	co-expression
FAT4	LAMA4	co-expression
FAT4	MPDZ	co-expression
FAT4	NEGR1	co-expression
FAT4	RBMS3	co-expression
FAT4	RUNX1T1	co-expression
FAT4	TCF4	co-expression
FAT4	ZEB1	co-expression
C19ORF48	RUVBL2	co-expression
FOS	JUNB	direct
PHF20L1	TAF2	co-expression
C19ORF25	CCDC85B	direct
ATL2	ABCE1	co-expression
ATL2	CENPQ	co-expression
ATL2	DUSP11	co-expression
ATL2	FOXN2	co-expression
ATL2	GMFB	co-expression
ATL2	MOB1A	co-expression
ATL2	MOB4	co-expression
ATL2	MRPL19	co-expression
ATL2	NMD3	co-expression
ATL2	PCNP	co-expression
ATL2	PPP1CB	co-expression
ATL2	PPP3R1	co-expression
ATL2	SLC30A6	co-expression
ATL2	SMNDC1	co-expression
ATL2	TWF1	co-expression
MFN1	ACAP2	co-expression
MFN1	DCUN1D1	co-expression
MFN1	MOB1A	co-expression
MFN1	SACM1L	co-expression
MFN1	SLC30A6	co-expression
MFN1	SNX4	co-expression
MFN1	TBC1D23	co-expression
MFN1	ZNF148	co-expression
MFN1	SENP2	co-expression
NOC3L	DDX18	co-expression
NOC3L	DDX21	co-expression
SLMAP	OTUD4	co-expression
SLMAP	PBRM1	co-expression
SLMAP	REST	co-expression
SLMAP	RYBP	co-expression
SLMAP	SNRK	co-expression
EBAG9	EIF3E	co-expression
EBAG9	MTERF3	co-expression
EBAG9	MTFR1	co-expression
LIMS1	BACH1	co-expression
LIMS1	IL6ST	co-expression
LIMS1	ITGAV	co-expression
LIMS1	OSBPL8	co-expression
LIMS1	ZNF281	co-expression
LTN1	AKAP11	co-expression
LTN1	RASA2	co-expression
FAM204A	ASNSD1	co-expression
FAM204A	IKZF5	co-expression
FAM204A	MOB4	co-expression
FAM204A	PCNP	co-expression
FAM204A	PPIL4	co-expression
FAM204A	SMNDC1	co-expression
FAM204A	SRP9	co-expression
FAM204A	SRSF3	co-expression
CIR1	SRSF2	direct
CIR1	PPIG	co-expression
ATXN2L	SETD1A	co-expression
IL6ST	CDK17	co-expression
IL6ST	DNAJB4	co-expression
IL6ST	ITGAV	co-expression
IL6ST	MEF2A	co-expression
IL6ST	PJA2	co-expression
IL6ST	TMX3	co-expression
IL6ST	ZNF281	co-expression
LIN7C	AMD1	co-expression
LIN7C	TMEM41B	co-expression
NDC80	CCNH	direct
NDC80	CENPH	direct
NDC80	HAUS1	direct
NDC80	NUF2	direct
DMXL1	AFF4	co-expression
DMXL1	CEP120	co-expression
DMXL1	DYNC1LI2	co-expression
DMXL1	JMJD1C	co-expression
DMXL1	LNPEP	co-expression
DMXL1	MAN1A2	co-expression
DMXL1	MORC3	co-expression
DMXL1	PURA	co-expression
DMXL1	SCAF11	co-expression
DMXL1	TRIM33	co-expression
AKAP8L	CCDC24	direct
AKAP8L	GPS2	direct
AKAP8L	HSF4	direct
AKAP8L	PPP1R32	direct
TSPAN11	SORCS2	co-expression
CDC73	ARPP19	co-expression
CDC73	LYSMD3	co-expression
HHEX	PSTPIP1	direct
TAGAP	AIF1	co-expression
TAGAP	APBB1IP	co-expression
TAGAP	ARHGAP15	co-expression
TAGAP	ARHGAP25	co-expression
TAGAP	ARHGAP30	co-expression
TAGAP	ARHGAP9	co-expression
TAGAP	ARHGEF6	co-expression
TAGAP	CCR5	co-expression
TAGAP	CD28	co-expression
TAGAP	CD37	co-expression
TAGAP	CD48	co-expression
TAGAP	CD53	co-expression
TAGAP	CD84	co-expression
TAGAP	CD86	co-expression
TAGAP	CMKLR1	co-expression
TAGAP	CSF2RB	co-expression
TAGAP	CYTH4	co-expression
TAGAP	DOCK10	co-expression
TAGAP	DOCK2	co-expression
TAGAP	DOK2	co-expression
TAGAP	FAM78A	co-expression
TAGAP	FGD2	co-expression
TAGAP	FLI1	co-expression
TAGAP	FMNL1	co-expression
TAGAP	GIMAP4	co-expression
TAGAP	GIMAP6	co-expression
TAGAP	GIMAP7	co-expression
TAGAP	HCK	co-expression
TAGAP	HCLS1	co-expression
TAGAP	IGSF6	co-expression
TAGAP	IKZF1	co-expression
TAGAP	IL16	co-expression
TAGAP	IL7R	co-expression
TAGAP	ITGAL	co-expression
TAGAP	ITK	co-expression
TAGAP	LAIR1	co-expression
TAGAP	LAPTM5	co-expression
TAGAP	LCP1	co-expression
TAGAP	LCP2	co-expression
TAGAP	MPEG1	co-expression
TAGAP	MS4A4A	co-expression
TAGAP	MS4A6A	co-expression
TAGAP	MS4A7	co-expression
TAGAP	MYO1F	co-expression
TAGAP	NCKAP1L	co-expression
TAGAP	P2RY8	co-expression
TAGAP	PTPRC	co-expression
TAGAP	RASSF2	co-expression
TAGAP	RCSD1	co-expression
TAGAP	RHOH	co-expression
TAGAP	SAMSN1	co-expression
TAGAP	SASH3	co-expression
TAGAP	SCIMP	co-expression
TAGAP	SFMBT2	co-expression
TAGAP	SIGLEC10	co-expression
TAGAP	SLAMF7	co-expression
TAGAP	SRGN	co-expression
TAGAP	ST8SIA4	co-expression
TAGAP	TRAF3IP3	co-expression
TAGAP	WDFY4	co-expression
ACP5	SPI1	co-expression
ACP5	TYROBP	co-expression
CEP290	PCF11	co-expression
APAF1	CASP3	direct
CEP295	PCF11	co-expression
CEP295	RBM12B	co-expression
ATRX	ATP11C	co-expression
ATRX	DDX3X	co-expression
ATRX	MYO9A	co-expression
ATRX	NF1	co-expression
ATRX	SOS1	co-expression
ATRX	TAOK1	co-expression
ATRX	TOP2B	co-expression
ATRX	ATF7IP	co-expression
ATRX	BRWD3	co-expression
TMBIM4	BMI1	co-expression
TMBIM4	ERGIC2	co-expression
TMBIM4	MOB4	co-expression
TMBIM4	NDUFA5	co-expression
TMBIM4	PCNP	co-expression
TMBIM4	SNRNP27	co-expression
TMBIM4	TANK	co-expression
TMBIM4	TWF1	co-expression
TMBIM4	TXNDC9	co-expression
TMBIM4	UBE2B	co-expression
TMBIM4	ZCCHC10	co-expression
SYF2	PPIG	co-expression
LCOR	CCDC186	co-expression
LCOR	NHLRC2	co-expression
LCOR	REST	co-expression
LCP2	LCK	direct
LCP2	AIF1	co-expression
LCP2	ALOX5AP	co-expression
LCP2	APBB1IP	co-expression
LCP2	ARHGAP15	co-expression
LCP2	ARHGAP25	co-expression
LCP2	ARHGAP30	co-expression
LCP2	ARHGEF6	co-expression
LCP2	BCL2A1	co-expression
LCP2	C1ORF162	co-expression
LCP2	CCR1	co-expression
LCP2	CCR5	co-expression
LCP2	CD33	co-expression
LCP2	CD53	co-expression
LCP2	CD84	co-expression
LCP2	CD86	co-expression
LCP2	CLEC7A	co-expression
LCP2	CMKLR1	co-expression
LCP2	CSF2RB	co-expression
LCP2	CYTH4	co-expression
LCP2	DOCK2	co-expression
LCP2	DOK2	co-expression
LCP2	FAM78A	co-expression
LCP2	FCGR2A	co-expression
LCP2	FLI1	co-expression
LCP2	FMNL1	co-expression
LCP2	GIMAP4	co-expression
LCP2	GIMAP6	co-expression
LCP2	GMFG	co-expression
LCP2	HAVCR2	co-expression
LCP2	HCK	co-expression
LCP2	HCLS1	co-expression
LCP2	IGSF6	co-expression
LCP2	IKZF1	co-expression
LCP2	ITGAL	co-expression
LCP2	ITGAX	co-expression
LCP2	LAIR1	co-expression
LCP2	LAPTM5	co-expression
LCP2	LCP1	co-expression
LCP2	LRRC25	co-expression
LCP2	MPEG1	co-expression
LCP2	MRC1	co-expression
LCP2	MS4A4A	co-expression
LCP2	MS4A6A	co-expression
LCP2	MS4A7	co-expression
LCP2	MYO1F	co-expression
LCP2	NCF2	co-expression
LCP2	NCKAP1L	co-expression
LCP2	PLA2G7	co-expression
LCP2	PTPRC	co-expression
LCP2	RASSF2	co-expression
LCP2	RCSD1	co-expression
LCP2	RHOH	co-expression
LCP2	SAMSN1	co-expression
LCP2	SASH3	co-expression
LCP2	SCIMP	co-expression
LCP2	SFMBT2	co-expression
LCP2	SIGLEC10	co-expression
LCP2	SIRPB2	co-expression
LCP2	SLAMF8	co-expression
LCP2	SPI1	co-expression
LCP2	SRGN	co-expression
LCP2	ST8SIA4	co-expression
LCP2	WIPF1	co-expression
LCP2	GNG2	co-expression
LCP2	MAF	co-expression
LCP2	PLXNC1	co-expression
LCP1	AIF1	co-expression
LCP1	APBB1IP	co-expression
LCP1	ARHGAP25	co-expression
LCP1	ARHGAP30	co-expression
LCP1	ARHGAP9	co-expression
LCP1	ARHGEF6	co-expression
LCP1	C1ORF162	co-expression
LCP1	CCR1	co-expression
LCP1	CCR5	co-expression
LCP1	CD28	co-expression
LCP1	CD33	co-expression
LCP1	CD37	co-expression
LCP1	CD48	co-expression
LCP1	CD53	co-expression
LCP1	CD84	co-expression
LCP1	CD86	co-expression
LCP1	CLEC7A	co-expression
LCP1	CMKLR1	co-expression
LCP1	CSF2RB	co-expression
LCP1	CYTH4	co-expression
LCP1	DOCK10	co-expression
LCP1	DOCK2	co-expression
LCP1	DOK2	co-expression
LCP1	FAM78A	co-expression
LCP1	FLI1	co-expression
LCP1	FMNL1	co-expression
LCP1	GIMAP4	co-expression
LCP1	GIMAP6	co-expression
LCP1	GMFG	co-expression
LCP1	HAVCR2	co-expression
LCP1	HCK	co-expression
LCP1	HCLS1	co-expression
LCP1	IGSF6	co-expression
LCP1	IKZF1	co-expression
LCP1	IL16	co-expression
LCP1	IL7R	co-expression
LCP1	ITGAL	co-expression
LCP1	ITGB2	co-expression
LCP1	ITK	co-expression
LCP1	LAIR1	co-expression
LCP1	LAPTM5	co-expression
LCP1	LY86	co-expression
LCP1	MPEG1	co-expression
LCP1	MS4A4A	co-expression
LCP1	MS4A6A	co-expression
LCP1	MS4A7	co-expression
LCP1	NCKAP1L	co-expression
LCP1	PLA2G7	co-expression
LCP1	PTPRC	co-expression
LCP1	RASSF2	co-expression
LCP1	RCSD1	co-expression
LCP1	RHOH	co-expression
LCP1	SAMSN1	co-expression
LCP1	SASH3	co-expression
LCP1	SCIMP	co-expression
LCP1	SFMBT2	co-expression
LCP1	SIGLEC10	co-expression
LCP1	SIRPB2	co-expression
LCP1	SLAMF7	co-expression
LCP1	SLAMF8	co-expression
LCP1	SRGN	co-expression
LCP1	ST8SIA4	co-expression
LCP1	TRAF3IP3	co-expression
LCP1	WDFY4	co-expression
LCP1	WIPF1	co-expression
RCHY1	GORAB	direct
CDC42	CDC42SE2	direct
CDC42	MAPK8	direct
CDC42	PARD6B	direct
CDC42	LZIC	co-expression
CDC42	STX12	co-expression
ATXN1L	FAM168A	direct
ATXN1L	HIVEP1	direct
EIF4E	ABCE1	co-expression
EIF4E	AIMP1	co-expression
EIF4E	ELMOD2	co-expression
EIF4E	ERGIC2	co-expression
EIF4E	MPHOSPH6	co-expression
EIF4E	PPID	co-expression
EIF4E	RWDD4	co-expression
EIF4E	SRP72	co-expression
EIF4E	TWF1	co-expression
PCDH7	AKT3	co-expression
PCDH7	AMOTL1	co-expression
PCDH7	ANTXR1	co-expression
PCDH7	CALD1	co-expression
PCDH7	CCDC8	co-expression
PCDH7	CCDC80	co-expression
PCDH7	CDH11	co-expression
PCDH7	COL5A2	co-expression
PCDH7	COL6A3	co-expression
PCDH7	COL8A1	co-expression
PCDH7	COL8A2	co-expression
PCDH7	DDR2	co-expression
PCDH7	DPYSL3	co-expression
PCDH7	ECM2	co-expression
PCDH7	EVC2	co-expression
PCDH7	FBN1	co-expression
PCDH7	FERMT2	co-expression
PCDH7	FIBIN	co-expression
PCDH7	FILIP1L	co-expression
PCDH7	FRMD6	co-expression
PCDH7	FSTL1	co-expression
PCDH7	GLI3	co-expression
PCDH7	GLT8D2	co-expression
PCDH7	GPC6	co-expression
PCDH7	GREM1	co-expression
PCDH7	HMCN1	co-expression
PCDH7	INHBA	co-expression
PCDH7	JAM3	co-expression
PCDH7	LAMA4	co-expression
PCDH7	MAP1A	co-expression
PCDH7	MCC	co-expression
PCDH7	MPDZ	co-expression
PCDH7	NRP2	co-expression
PCDH7	RASSF8	co-expression
PCDH7	SPOCK1	co-expression
PCDH7	SULF1	co-expression
PCDH7	TCF4	co-expression
PCDH7	THBS2	co-expression
PCDH7	TIMP2	co-expression
PCDH7	VCAN	co-expression
PCDH7	VSTM4	co-expression
PCDH7	ZEB1	co-expression
PCDH7	ZEB2	co-expression
PCDH7	ZNF521	co-expression
PCDH7	ATP10A	co-expression
PCDH7	GLIS2	co-expression
PCDH7	NTM	co-expression
CDC5L	HOOK1	direct
CDC5L	ACTR2	co-expression
CDC5L	BCLAF1	co-expression
CDC5L	CASP8AP2	co-expression
CDC5L	CDC40	co-expression
CDC5L	CWC22	co-expression
CDC5L	GABPA	co-expression
CDC5L	GOPC	co-expression
CDC5L	GPBP1	co-expression
CDC5L	NUS1	co-expression
CDC5L	PHIP	co-expression
CDC5L	PIK3C2A	co-expression
CDC5L	PPIG	co-expression
CDC5L	PPIL4	co-expression
CDC5L	PPP4R2	co-expression
CDC5L	PRPF4B	co-expression
CDC5L	SENP6	co-expression
CDC5L	SPAST	co-expression
CDC5L	SYNCRIP	co-expression
CDC5L	U2SURP	co-expression
CDC5L	UBXN4	co-expression
CDC5L	UFL1	co-expression
CDC5L	USP16	co-expression
CDC5L	XPO1	co-expression
CDC5L	ZNF131	co-expression
CDC5L	ZNF292	co-expression
CDC5L	ZNF451	co-expression
CDC5L	ZNF644	co-expression
CDC5L	ZRANB2	co-expression
CDC5L	ABCE1	co-expression
CDC5L	CSTF3	co-expression
CDC5L	DENR	co-expression
CDC5L	HNRNPK	co-expression
CDC5L	PCNP	co-expression
CDC5L	RPAP3	co-expression
SYT11	A2M	co-expression
SYT11	AKT3	co-expression
SYT11	AMOTL1	co-expression
SYT11	ANTXR1	co-expression
SYT11	AOC3	co-expression
SYT11	ARHGAP31	co-expression
SYT11	ARHGEF25	co-expression
SYT11	ATP8B2	co-expression
SYT11	BASP1	co-expression
SYT11	CALD1	co-expression
SYT11	CCDC8	co-expression
SYT11	CCDC80	co-expression
SYT11	CD93	co-expression
SYT11	CLMP	co-expression
SYT11	COL8A1	co-expression
SYT11	CYYR1	co-expression
SYT11	DDR2	co-expression
SYT11	FAM110B	co-expression
SYT11	FERMT2	co-expression
SYT11	FILIP1L	co-expression
SYT11	FSTL1	co-expression
SYT11	GLI3	co-expression
SYT11	GLT8D2	co-expression
SYT11	GNB4	co-expression
SYT11	GNG2	co-expression
SYT11	GPC6	co-expression
SYT11	GREM1	co-expression
SYT11	IGFBP5	co-expression
SYT11	JAM2	co-expression
SYT11	JAM3	co-expression
SYT11	LDB2	co-expression
SYT11	MAF	co-expression
SYT11	MAP1A	co-expression
SYT11	MAP1B	co-expression
SYT11	MCC	co-expression
SYT11	MPDZ	co-expression
SYT11	MYO5A	co-expression
SYT11	OSMR	co-expression
SYT11	PECAM1	co-expression
SYT11	PKD2	co-expression
SYT11	RAB31	co-expression
SYT11	RFTN1	co-expression
SYT11	RHOJ	co-expression
SYT11	RUNX1T1	co-expression
SYT11	S1PR1	co-expression
SYT11	SPARCL1	co-expression
SYT11	SULF1	co-expression
SYT11	TCF4	co-expression
SYT11	TIMP2	co-expression
SYT11	TNS1	co-expression
SYT11	TSPYL5	co-expression
SYT11	VCAM1	co-expression
SYT11	VSTM4	co-expression
SYT11	ZEB1	co-expression
SYT11	ZEB2	co-expression
SYT11	ZNF521	co-expression
SYT11	FLI1	co-expression
SYT11	LRRC8C	co-expression
EIF3J	ABCE1	direct
EIF3J	DENR	co-expression
EIF3H	DCAF13	co-expression
EIF3H	RPL7	co-expression
EIF3H	TATDN1	co-expression
CD248	ADAMTS2	co-expression
CD248	ADAMTS7	co-expression
CD248	AEBP1	co-expression
CD248	CERCAM	co-expression
CD248	COL3A1	co-expression
CD248	COL4A2	co-expression
CD248	COL5A1	co-expression
CD248	COL6A1	co-expression
CD248	COL6A2	co-expression
CD248	CPXM1	co-expression
CD248	EFEMP2	co-expression
CD248	EHD2	co-expression
CD248	EMILIN1	co-expression
CD248	FBLN2	co-expression
CD248	GGT5	co-expression
CD248	GPR4	co-expression
CD248	HHIPL1	co-expression
CD248	HLX	co-expression
CD248	HSPA12B	co-expression
CD248	ITGA5	co-expression
CD248	LOXL2	co-expression
CD248	MMP2	co-expression
CD248	MRC2	co-expression
CD248	NOTCH3	co-expression
CD248	OLFML2B	co-expression
CD248	P4HA3	co-expression
CD248	PCOLCE	co-expression
CD248	PLXDC1	co-expression
CD248	PXDN	co-expression
CD248	SCARF2	co-expression
CD248	SPARC	co-expression
CD248	SPON2	co-expression
CD248	SYDE1	co-expression
CD248	VASN	co-expression
CD248	ZNF469	co-expression
EIF3E	CPNE3	co-expression
EIF3E	LYPLA1	co-expression
EIF3E	MTERF3	co-expression
EIF3E	ZFAND1	co-expression
STUB1	STK11	direct
STUB1	TSR3	co-expression
CD247	CD3E	direct
CD247	ACAP1	co-expression
CD247	ARHGAP9	co-expression
CD247	CCR5	co-expression
CD247	CD8A	co-expression
CD247	CD96	co-expression
CD247	CIITA	co-expression
CD247	IKZF3	co-expression
CD247	IL12RB1	co-expression
CD247	MYO1G	co-expression
CD247	NCF1	co-expression
CD247	NKG7	co-expression
CD247	PSTPIP1	co-expression
CD247	RASAL3	co-expression
CD247	SLA2	co-expression
CD247	SP140	co-expression
CD247	TBC1D10C	co-expression
CD247	TIGIT	co-expression
RECK	NR4A3	direct
RECK	TCF4	direct
RECK	FERMT2	co-expression
RECK	FSTL1	co-expression
RECK	GPC6	co-expression
RECK	JAM3	co-expression
RECK	LDB2	co-expression
RECK	LSAMP	co-expression
RECK	RASSF8	co-expression
RECK	RBMS3	co-expression
RECK	RUNX1T1	co-expression
RECK	VSTM4	co-expression
RECK	ZEB1	co-expression
RECK	ZNF521	co-expression
LTV1	HMGB1	co-expression
LTV1	SENP6	co-expression
CDC23	CEP44	direct
CDC23	COIL	direct
CDC23	GTPBP8	direct
CDC23	NUP54	direct
CDC23	RSL24D1	direct
PPAT	ABCE1	co-expression
CDC27	ACTR2	co-expression
CDC27	ANKRD13C	co-expression
CDC27	C2ORF69	co-expression
CDC27	CFAP97	co-expression
CDC27	CUL5	co-expression
CDC27	GABPA	co-expression
CDC27	INTS2	co-expression
CDC27	LRRC58	co-expression
CDC27	MAN1A2	co-expression
CDC27	MOB1A	co-expression
CDC27	SUZ12	co-expression
CDC27	TNPO1	co-expression
CDC27	UBA6	co-expression
CDC27	UHMK1	co-expression
CDC27	WDR36	co-expression
CDC27	XPO1	co-expression
CDC27	RB1	direct
CDC27	AASDHPPT	co-expression
CDC27	ABCE1	co-expression
CDC27	C5ORF22	co-expression
CDC27	CCDC43	co-expression
CDC27	NPEPPS	co-expression
CDC27	PCNP	co-expression
CDC27	RPAP3	co-expression
CDC27	RWDD4	co-expression
CDC27	TWF1	co-expression
PIEZO2	CCDC80	co-expression
PIEZO2	FLRT2	co-expression
PIEZO2	FNDC1	co-expression
PIEZO2	GLI3	co-expression
PIEZO2	LTBP2	co-expression
PIEZO2	MAP1B	co-expression
PIEZO2	MPDZ	co-expression
PIEZO2	VCAN	co-expression
EIF2A	DCUN1D1	co-expression
EIF2A	PCNP	co-expression
EIF2A	PDCD10	co-expression
EIF2A	PPIL4	co-expression
EIF2A	SNX4	co-expression
MFSD12	CCDC124	co-expression
MFSD12	POLR2E	co-expression
CDC40	BCLAF1	co-expression
CDC40	CASP8AP2	co-expression
CDC40	GABPA	co-expression
CDC40	NUS1	co-expression
CDC40	PHIP	co-expression
CDC40	PIK3C2A	co-expression
CDC40	PPP4R2	co-expression
CDC40	PRPF4B	co-expression
CDC40	PUM2	co-expression
CDC40	SENP6	co-expression
CDC40	SPAST	co-expression
CDC40	SYNCRIP	co-expression
CDC40	UFL1	co-expression
CDC40	ZNF292	co-expression
CDC37	STK11	direct
EIF1B	PCNP	co-expression
EIF1B	TCAIM	co-expression
USHBP1	FAM107A	direct
OMA1	CMPK1	co-expression
MBTD1	PREPL	co-expression
MBTD1	PUM2	co-expression
ATP6V1C1	OXR1	co-expression
IFFO1	GPR68	co-expression
IFFO1	GYPC	co-expression
IFFO1	HIC1	co-expression
IFFO1	HLX	co-expression
IFFO1	HSPA12B	co-expression
IFFO1	KANK3	co-expression
IFFO1	MAP3K12	co-expression
AIMP1	TSNAX	direct
AIMP1	ABCE1	co-expression
AIMP1	ANAPC10	co-expression
AIMP1	BRIX1	co-expression
AIMP1	COMMD8	co-expression
AIMP1	ELMOD2	co-expression
AIMP1	ERGIC2	co-expression
AIMP1	LAMTOR3	co-expression
AIMP1	MOB4	co-expression
AIMP1	MPHOSPH6	co-expression
AIMP1	MZT1	co-expression
AIMP1	NDUFA5	co-expression
AIMP1	NT5C3A	co-expression
AIMP1	NUP54	co-expression
AIMP1	PCNP	co-expression
AIMP1	PPID	co-expression
AIMP1	PPIL4	co-expression
AIMP1	PSMA2	co-expression
AIMP1	PTGES3	co-expression
AIMP1	RWDD4	co-expression
AIMP1	SMNDC1	co-expression
AIMP1	SNX4	co-expression
AIMP1	SRP72	co-expression
AIMP1	SRP9	co-expression
AIMP1	STXBP3	co-expression
AIMP1	SUMO1	co-expression
AIMP1	TMA16	co-expression
AIMP1	TWF1	co-expression
AIMP1	TXNDC9	co-expression
AIMP1	UBA5	co-expression
AIMP1	USP16	co-expression
AIMP1	ZMPSTE24	co-expression
AIMP1	SRSF3	co-expression
CD209	CD53	co-expression
CD209	CMKLR1	co-expression
CD209	CSF1R	co-expression
CD209	CSF2RB	co-expression
CD209	FGL2	co-expression
CD209	MPEG1	co-expression
CD209	SASH3	co-expression
SUGP1	RBM10	direct
SYNM	MYH11	co-expression
SYNM	POPDC2	co-expression
SYNM	THBS4	co-expression
AKAP13	EPG5	co-expression
AKAP11	GSK3B	direct
AKAP11	ALG11	co-expression
AKAP11	CUL4A	co-expression
AKAP11	DGKH	co-expression
AKAP11	GPALPP1	co-expression
AKAP11	INTS6	co-expression
AKAP11	LIG4	co-expression
AKAP11	MPHOSPH8	co-expression
AKAP11	N4BP2L2	co-expression
AKAP11	NAA16	co-expression
AKAP11	PAN3	co-expression
AKAP11	PDS5B	co-expression
AKAP11	PUM2	co-expression
AKAP11	RASA2	co-expression
AKAP11	RBM26	co-expression
AKAP11	RNF6	co-expression
AKAP11	SETDB2	co-expression
AKAP11	SPATA13	co-expression
AKAP11	TPP2	co-expression
AKAP11	UBL3	co-expression
AKAP11	USP12	co-expression
AKAP11	UTP14C	co-expression
AKAP11	VWA8	co-expression
AKAP11	XPO4	co-expression
AKAP11	ZMYM2	co-expression
AKAP11	ZMYM5	co-expression
EPG5	ZNF236	co-expression
SPTAN1	SPTBN1	direct
PBRM1	DYNC1LI2	co-expression
PBRM1	PIKFYVE	co-expression
PBRM1	REV3L	co-expression
PBRM1	RYBP	co-expression
PBRM1	TOP2B	co-expression
PBRM1	USP34	co-expression
PBRM1	ZNF654	co-expression
ATMIN	AP1G1	co-expression
IL15	IL15RA	direct
IL16	PSTPIP1	direct
IL16	APBB1IP	co-expression
IL16	ARHGAP25	co-expression
IL16	ARHGAP30	co-expression
IL16	ARHGAP9	co-expression
IL16	ARHGEF6	co-expression
IL16	CCR5	co-expression
IL16	CD28	co-expression
IL16	CD37	co-expression
IL16	CD53	co-expression
IL16	CD79B	co-expression
IL16	CD96	co-expression
IL16	CSF2RB	co-expression
IL16	CYTH4	co-expression
IL16	DOCK10	co-expression
IL16	DOCK2	co-expression
IL16	FAM78A	co-expression
IL16	FGD2	co-expression
IL16	FLI1	co-expression
IL16	FMNL1	co-expression
IL16	GIMAP1	co-expression
IL16	GIMAP6	co-expression
IL16	GIMAP7	co-expression
IL16	GIMAP8	co-expression
IL16	HCLS1	co-expression
IL16	HVCN1	co-expression
IL16	IKZF1	co-expression
IL16	ITGAL	co-expression
IL16	ITK	co-expression
IL16	LTB	co-expression
IL16	NCKAP1L	co-expression
IL16	P2RY8	co-expression
IL16	PTPRC	co-expression
IL16	RASSF2	co-expression
IL16	RCSD1	co-expression
IL16	RHOH	co-expression
IL16	SASH3	co-expression
IL16	SFMBT2	co-expression
