ID1	ID2	Type
HTRA3	FIBIN	co-expression
HTRA3	FNDC1	co-expression
HTRA3	GGT5	co-expression
HTRA3	GPR68	co-expression
HTRA3	HHIPL1	co-expression
HTRA3	HLX	co-expression
HTRA3	ISLR	co-expression
HTRA3	ITGA11	co-expression
HTRA3	LRRC32	co-expression
HTRA3	MFGE8	co-expression
HTRA3	MMP2	co-expression
HTRA3	MRAS	co-expression
HTRA3	MRC2	co-expression
HTRA3	MSC	co-expression
HTRA3	MXRA8	co-expression
HTRA3	P4HA3	co-expression
HTRA3	PCOLCE	co-expression
HTRA3	PDGFRB	co-expression
HTRA3	RCN3	co-expression
HTRA3	SCARF2	co-expression
HTRA3	SERPINF1	co-expression
HTRA3	SERPING1	co-expression
HTRA3	SPARC	co-expression
HTRA3	SPON2	co-expression
HTRA3	SYDE1	co-expression
HTRA3	TGFB1I1	co-expression
HTRA3	THBS2	co-expression
HTRA3	THY1	co-expression
HTRA3	TIMP2	co-expression
HTRA3	VASN	co-expression
HTRA3	COL8A1	co-expression
HTRA3	SFRP4	co-expression
HTRA3	SPOCK1	co-expression
HTRA1	ADAMTS2	co-expression
HTRA1	AEBP1	co-expression
HTRA1	ANGPTL2	co-expression
HTRA1	ARSI	co-expression
HTRA1	CCDC80	co-expression
HTRA1	CD248	co-expression
HTRA1	CERCAM	co-expression
HTRA1	CMTM3	co-expression
HTRA1	COL15A1	co-expression
HTRA1	COL1A1	co-expression
HTRA1	COL1A2	co-expression
HTRA1	COL3A1	co-expression
HTRA1	COL5A1	co-expression
HTRA1	COPZ2	co-expression
HTRA1	EHD2	co-expression
HTRA1	FAM110B	co-expression
HTRA1	FBLN5	co-expression
HTRA1	FNDC4	co-expression
HTRA1	MMP2	co-expression
HTRA1	OLFML2B	co-expression
HTRA1	PCOLCE	co-expression
HTRA1	PDGFRB	co-expression
HTRA1	SPARC	co-expression
HTRA1	THBS2	co-expression
HTRA1	THY1	co-expression
HTRA1	VIM	co-expression
RAI1	POLR2A	co-expression
LPXN	TGFB1	direct
LPXN	VCL	direct
PIBF1	CEP63	direct
PIBF1	UTP14C	direct
PIBF1	ZFC3H1	direct
PIBF1	TSGA10	direct
PIBF1	AKAP11	co-expression
PIBF1	BIVM	co-expression
PIBF1	ELF1	co-expression
PIBF1	GPALPP1	co-expression
PIBF1	INTS6	co-expression
PIBF1	LIG4	co-expression
PIBF1	N4BP2L2	co-expression
PIBF1	PREPL	co-expression
PIBF1	SETDB2	co-expression
PIBF1	SUGT1	co-expression
PIBF1	TPP2	co-expression
PIBF1	UBL3	co-expression
PIBF1	USPL1	co-expression
PIBF1	VPS36	co-expression
PIBF1	WBP4	co-expression
PIBF1	ZMYM2	co-expression
PIBF1	ZMYM5	co-expression
PIBF1	HMGB1	co-expression
DENND4A	AP4E1	co-expression
DENND4A	CREB1	co-expression
DENND4A	DPP8	co-expression
DENND4A	UBR1	co-expression
FAM199X	CHM	co-expression
FAM199X	CUL4B	co-expression
FAM199X	ZBTB33	co-expression
FAM199X	APOOL	co-expression
FAM199X	DIAPH2	co-expression
FAM199X	RLIM	co-expression
FAM199X	STAG2	co-expression
FAM199X	XIAP	co-expression
SDK1	AFAP1L1	co-expression
SDK1	ATP8B2	co-expression
SDK1	COL6A1	co-expression
SDK1	GAS7	co-expression
SDK1	GLI3	co-expression
SDK1	ZNF469	co-expression
SDK1	ZNF521	co-expression
PLEK	AIF1	co-expression
PLEK	ALOX5AP	co-expression
PLEK	APBB1IP	co-expression
PLEK	AQP9	co-expression
PLEK	ARHGAP15	co-expression
PLEK	ARHGAP25	co-expression
PLEK	ARHGAP30	co-expression
PLEK	BCL2A1	co-expression
PLEK	C3AR1	co-expression
PLEK	CCL18	co-expression
PLEK	CCL4	co-expression
PLEK	CCR1	co-expression
PLEK	CCR5	co-expression
PLEK	CD163	co-expression
PLEK	CD209	co-expression
PLEK	CD300A	co-expression
PLEK	CD300LF	co-expression
PLEK	CD33	co-expression
PLEK	CD4	co-expression
PLEK	CD53	co-expression
PLEK	CD84	co-expression
PLEK	CD86	co-expression
PLEK	CLEC7A	co-expression
PLEK	CMKLR1	co-expression
PLEK	CSF2RB	co-expression
PLEK	CSF3R	co-expression
PLEK	CYBB	co-expression
PLEK	CYTH4	co-expression
PLEK	DOCK2	co-expression
PLEK	DOK2	co-expression
PLEK	EVI2B	co-expression
PLEK	FCGR2A	co-expression
PLEK	FGR	co-expression
PLEK	FPR1	co-expression
PLEK	FPR3	co-expression
PLEK	GBP5	co-expression
PLEK	GIMAP4	co-expression
PLEK	GIMAP6	co-expression
PLEK	HAVCR2	co-expression
PLEK	HCK	co-expression
PLEK	HCLS1	co-expression
PLEK	HLA-DMB	co-expression
PLEK	HLA-DPA1	co-expression
PLEK	IGSF6	co-expression
PLEK	IKZF1	co-expression
PLEK	IL10RA	co-expression
PLEK	ITGAX	co-expression
PLEK	ITGB2	co-expression
PLEK	LAIR1	co-expression
PLEK	LAPTM5	co-expression
PLEK	LCP1	co-expression
PLEK	LCP2	co-expression
PLEK	LILRB1	co-expression
PLEK	LILRB2	co-expression
PLEK	LILRB3	co-expression
PLEK	LILRB4	co-expression
PLEK	LRRC25	co-expression
PLEK	LST1	co-expression
PLEK	MPEG1	co-expression
PLEK	MRC1	co-expression
PLEK	MS4A4A	co-expression
PLEK	MS4A6A	co-expression
PLEK	MS4A7	co-expression
PLEK	MYO1F	co-expression
PLEK	NCKAP1L	co-expression
PLEK	PIK3R5	co-expression
PLEK	PILRA	co-expression
PLEK	PLA2G7	co-expression
PLEK	PTPRC	co-expression
PLEK	RASSF2	co-expression
PLEK	RCSD1	co-expression
PLEK	RHOH	co-expression
PLEK	SAMSN1	co-expression
PLEK	SASH3	co-expression
PLEK	SCIMP	co-expression
PLEK	SELL	co-expression
PLEK	SIGLEC10	co-expression
PLEK	SIRPB2	co-expression
PLEK	SLAMF8	co-expression
PLEK	SPI1	co-expression
PLEK	SRGN	co-expression
PLEK	TAGAP	co-expression
PLEK	VSIG4	co-expression
PLEK	WAS	co-expression
MYSM1	SREK1	co-expression
MYSM1	SRSF11	co-expression
MYSM1	ZNF644	co-expression
CAD	ZNF142	co-expression
ATP6AP2	PTTG1IP	direct
ATP6AP2	SEC22A	direct
ATP6AP2	MAGT1	co-expression
ATP6AP2	LAMP2	co-expression
ATP6AP2	MOSPD2	co-expression
ELF1	AKAP11	co-expression
ELF1	ALG11	co-expression
ELF1	CUL4A	co-expression
ELF1	GPALPP1	co-expression
ELF1	INTS6	co-expression
ELF1	LIG4	co-expression
ELF1	NHLRC3	co-expression
ELF1	PARP4	co-expression
ELF1	RNF6	co-expression
ELF1	SETDB2	co-expression
ELF1	UBL3	co-expression
ELF1	USPL1	co-expression
ELF1	UTP14C	co-expression
ELF1	VPS36	co-expression
ELF1	ZMYM2	co-expression
ELF1	ZMYM5	co-expression
ELF2	CENPC	co-expression
ZMYND11	BMPR1A	direct
PLEC	ITGB4	direct
RALA	CALM2	direct
RALA	USP33	direct
RALB	CALM2	direct
RALB	USP33	direct
RRN3	C16ORF87	co-expression
CBL	ITSN1	direct
CBL	KDM2A	co-expression
CBL	KMT2A	co-expression
SV2A	CHRD	co-expression
SV2A	CLIP3	co-expression
SV2A	CPT1C	co-expression
SV2A	CRMP1	co-expression
SV2A	EHD3	co-expression
SV2A	FGFR1	co-expression
SV2A	JAM3	co-expression
SV2A	NACAD	co-expression
SV2A	RFTN1	co-expression
SV2A	SORCS2	co-expression
TDG	SUMO1	direct
TDG	SUMO2	direct
TGS1	EED	direct
SLIT3	ACTA2	co-expression
SLIT3	AOC3	co-expression
SLIT3	ARHGEF15	co-expression
SLIT3	ARHGEF17	co-expression
SLIT3	CCDC80	co-expression
SLIT3	DAAM2	co-expression
SLIT3	FBLN5	co-expression
SLIT3	FGFR1	co-expression
SLIT3	FLT4	co-expression
SLIT3	FNDC1	co-expression
SLIT3	GGT5	co-expression
SLIT3	GLI3	co-expression
SLIT3	JAM3	co-expression
SLIT3	LDOC1	co-expression
SLIT3	LZTS1	co-expression
SLIT3	MMRN2	co-expression
SLIT3	MRGPRF	co-expression
SLIT3	NPR1	co-expression
SLIT3	PODN	co-expression
SLIT3	SSC5D	co-expression
SLIT3	TIE1	co-expression
SLIT3	EFEMP1	co-expression
RALY	BYSL	direct
RALY	MRPL38	direct
RRM1	RRM2	direct
RRM1	KIF18A	co-expression
RRM1	PLK4	co-expression
RRM2	SKP2	direct
CD2	PSTPIP1	direct
CD2	APBB1IP	co-expression
CD2	ARHGAP25	co-expression
CD2	ARHGAP30	co-expression
CD2	ARHGAP9	co-expression
CD2	CCL5	co-expression
CD2	CCR5	co-expression
CD2	CD247	co-expression
CD2	CD4	co-expression
CD2	CD48	co-expression
CD2	CD6	co-expression
CD2	CD8A	co-expression
CD2	FAM78A	co-expression
CD2	GBP5	co-expression
CD2	GNGT2	co-expression
CD2	GZMA	co-expression
CD2	HCLS1	co-expression
CD2	HLA-DRA	co-expression
CD2	IKZF1	co-expression
CD2	IL10RA	co-expression
CD2	IL12RB1	co-expression
CD2	IL21R	co-expression
CD2	ITGAL	co-expression
CD2	LAG3	co-expression
CD2	LCP1	co-expression
CD2	NCKAP1L	co-expression
CD2	NKG7	co-expression
CD2	PTPRC	co-expression
CD2	RASAL3	co-expression
CD2	RCSD1	co-expression
CD2	RHOH	co-expression
CD2	SASH3	co-expression
CD2	SCIMP	co-expression
CD2	SLAMF7	co-expression
CD2	STAT4	co-expression
CD2	TAGAP	co-expression
CD2	TBC1D10C	co-expression
CD4	ABI3	co-expression
CD4	AIF1	co-expression
CD4	APBB1IP	co-expression
CD4	ARHGAP25	co-expression
CD4	ARHGAP30	co-expression
CD4	ARHGAP9	co-expression
CD4	ARHGEF6	co-expression
CD4	C1QA	co-expression
CD4	C1QB	co-expression
CD4	C1QC	co-expression
CD4	C3AR1	co-expression
CD4	CCR1	co-expression
CD4	CCR5	co-expression
CD4	CD14	co-expression
CD4	CD163	co-expression
CD4	CD180	co-expression
CD4	CD209	co-expression
CD4	CD300A	co-expression
CD4	CD300LF	co-expression
CD4	CD33	co-expression
CD4	CD37	co-expression
CD4	CD48	co-expression
CD4	CD52	co-expression
CD4	CD53	co-expression
CD4	CD84	co-expression
CD4	CD86	co-expression
CD4	CLEC7A	co-expression
CD4	CMKLR1	co-expression
CD4	CSF1R	co-expression
CD4	CSF2RB	co-expression
CD4	CYBB	co-expression
CD4	CYTH4	co-expression
CD4	DOCK10	co-expression
CD4	DOCK2	co-expression
CD4	DOK2	co-expression
CD4	EVI2B	co-expression
CD4	FAM78A	co-expression
CD4	FGD2	co-expression
CD4	FGR	co-expression
CD4	FLI1	co-expression
CD4	FMNL1	co-expression
CD4	FOXP3	co-expression
CD4	FPR3	co-expression
CD4	GBP5	co-expression
CD4	GIMAP4	co-expression
CD4	GIMAP6	co-expression
CD4	GMFG	co-expression
CD4	GNGT2	co-expression
CD4	GPR183	co-expression
CD4	HAVCR2	co-expression
CD4	HCK	co-expression
CD4	HCLS1	co-expression
CD4	HLA-DMB	co-expression
CD4	HLA-DOA	co-expression
CD4	HLA-DPA1	co-expression
CD4	HLA-DPB1	co-expression
CD4	HLA-DQA1	co-expression
CD4	IGSF6	co-expression
CD4	IKZF1	co-expression
CD4	IL10RA	co-expression
CD4	IL16	co-expression
CD4	ITGAL	co-expression
CD4	ITGB2	co-expression
CD4	LAIR1	co-expression
CD4	LAPTM5	co-expression
CD4	LCP1	co-expression
CD4	LCP2	co-expression
CD4	LILRB1	co-expression
CD4	LILRB2	co-expression
CD4	LILRB4	co-expression
CD4	LRRC25	co-expression
CD4	LSP1	co-expression
CD4	LST1	co-expression
CD4	LY86	co-expression
CD4	MAFB	co-expression
CD4	MPEG1	co-expression
CD4	MS4A4A	co-expression
CD4	MS4A6A	co-expression
CD4	MS4A7	co-expression
CD4	MYO1F	co-expression
CD4	NCKAP1L	co-expression
CD4	PIK3R5	co-expression
CD4	PIK3R6	co-expression
CD4	PLEKHO2	co-expression
CD4	PPP1R16B	co-expression
CD4	PTPRC	co-expression
CD4	RASSF2	co-expression
CD4	RCSD1	co-expression
CD4	SASH3	co-expression
CD4	SCIMP	co-expression
CD4	SELL	co-expression
CD4	SIGLEC10	co-expression
CD4	SLAMF7	co-expression
CD4	SLAMF8	co-expression
CD4	SPI1	co-expression
CD4	SRGN	co-expression
CD4	TAGAP	co-expression
CD4	TNFAIP8L2	co-expression
CD6	ACAP1	co-expression
CD6	ARHGAP9	co-expression
CD6	CD247	co-expression
CD6	CD3E	co-expression
CD6	CD96	co-expression
CD6	IKZF1	co-expression
CD6	IKZF3	co-expression
CD6	IL21R	co-expression
CD6	ITGAL	co-expression
CD6	ITK	co-expression
CD6	MAP4K1	co-expression
CD6	NLRC3	co-expression
CD6	PPP1R16B	co-expression
CD6	RASAL3	co-expression
CD6	SLA2	co-expression
CD6	SP140	co-expression
CD6	TBC1D10C	co-expression
CD6	TIGIT	co-expression
TEK	ANGPT2	direct
TEK	A2M	co-expression
TEK	ADAMTS1	co-expression
TEK	AKT3	co-expression
TEK	AOC3	co-expression
TEK	ATP8B2	co-expression
TEK	BCL6B	co-expression
TEK	CALCRL	co-expression
TEK	CALD1	co-expression
TEK	CD93	co-expression
TEK	CFH	co-expression
TEK	COL14A1	co-expression
TEK	CXCL12	co-expression
TEK	CYYR1	co-expression
TEK	DDR2	co-expression
TEK	DLC1	co-expression
TEK	EBF1	co-expression
TEK	EFEMP1	co-expression
TEK	ENTPD1	co-expression
TEK	FERMT2	co-expression
TEK	FLRT2	co-expression
TEK	FSTL1	co-expression
TEK	HEG1	co-expression
TEK	IL1R1	co-expression
TEK	JAM2	co-expression
TEK	JAM3	co-expression
TEK	KDR	co-expression
TEK	LDB2	co-expression
TEK	MAP1B	co-expression
TEK	MOXD1	co-expression
TEK	MPDZ	co-expression
TEK	MYCT1	co-expression
TEK	MYO5A	co-expression
TEK	OLFML1	co-expression
TEK	OSMR	co-expression
TEK	PALMD	co-expression
TEK	PCDH17	co-expression
TEK	PECAM1	co-expression
TEK	PREX2	co-expression
TEK	QKI	co-expression
TEK	RHOJ	co-expression
TEK	S1PR1	co-expression
TEK	SPARCL1	co-expression
TEK	SYT11	co-expression
TEK	TCF4	co-expression
TEK	ZEB2	co-expression
TEK	STARD8	co-expression
TEK	THBD	co-expression
IPO11	UBE2E3	direct
ELK3	CSGALNACT2	co-expression
ELK4	CEP350	co-expression
ELK4	PIKFYVE	co-expression
MTBP	DSCC1	co-expression
MTBP	TBC1D31	co-expression
VPS35	VPS26A	direct
VPS35	SNX3	direct
VPS35	MOB1A	co-expression
VPS35	PAIP1	co-expression
VPS35	PCNP	co-expression
VPS35	PPP1CB	co-expression
VPS35	SNX4	co-expression
VPS35	UGP2	co-expression
VPS36	AKAP11	co-expression
VPS36	ALG11	co-expression
VPS36	BIVM	co-expression
VPS36	COG3	co-expression
VPS36	CUL4A	co-expression
VPS36	GPALPP1	co-expression
VPS36	IFT88	co-expression
VPS36	INTS6	co-expression
VPS36	LACC1	co-expression
VPS36	LIG4	co-expression
VPS36	N4BP2L2	co-expression
VPS36	NHLRC3	co-expression
VPS36	RBM26	co-expression
VPS36	SETDB2	co-expression
VPS36	SPATA13	co-expression
VPS36	SUGT1	co-expression
VPS36	TPP2	co-expression
VPS36	UBL3	co-expression
VPS36	UTP14C	co-expression
VPS36	VWA8	co-expression
VPS36	WBP4	co-expression
VPS36	XPO4	co-expression
VPS36	ZMYM2	co-expression
MBNL1	ACAP2	co-expression
MBNL1	ACTR2	co-expression
MBNL1	ANKRD13C	co-expression
MBNL1	ARMC8	co-expression
MBNL1	BCLAF1	co-expression
MBNL1	CDC27	co-expression
MBNL1	CDK17	co-expression
MBNL1	CEP97	co-expression
MBNL1	CREB1	co-expression
MBNL1	CUL5	co-expression
MBNL1	CWC22	co-expression
MBNL1	DCUN1D1	co-expression
MBNL1	EXOC5	co-expression
MBNL1	FAM126B	co-expression
MBNL1	GABPA	co-expression
MBNL1	GPBP1	co-expression
MBNL1	GTF2A1	co-expression
MBNL1	IL6ST	co-expression
MBNL1	KPNA1	co-expression
MBNL1	LYSMD3	co-expression
MBNL1	MAN1A2	co-expression
MBNL1	OSBPL8	co-expression
MBNL1	PAK2	co-expression
MBNL1	PIK3C2A	co-expression
MBNL1	PIK3CA	co-expression
MBNL1	PPP1R12A	co-expression
MBNL1	RASA2	co-expression
MBNL1	REST	co-expression
MBNL1	SEC23IP	co-expression
MBNL1	SEL1L	co-expression
MBNL1	SHOC2	co-expression
MBNL1	SPTY2D1	co-expression
MBNL1	TBK1	co-expression
MBNL1	TMF1	co-expression
MBNL1	TMTC3	co-expression
MBNL1	USP16	co-expression
MBNL1	ZBTB11	co-expression
MBNL1	ZNF148	co-expression
MBNL1	ZNF644	co-expression
MBNL1	ZNF654	co-expression
MBNL1	TMEM167A	co-expression
MBNL1	ZFP91	co-expression
PRKCI	ACAP2	co-expression
PRKCI	ATP2C1	co-expression
PRKCI	CEP57	co-expression
PRKCI	CUL5	co-expression
PRKCI	DCUN1D1	co-expression
PRKCI	DHX36	co-expression
PRKCI	DLG1	co-expression
PRKCI	FOXN2	co-expression
PRKCI	KPNA1	co-expression
PRKCI	KPNA4	co-expression
PRKCI	MFN1	co-expression
PRKCI	OPA1	co-expression
PRKCI	PAK2	co-expression
PRKCI	PCNP	co-expression
PRKCI	PIK3C2A	co-expression
PRKCI	PTBP3	co-expression
PRKCI	RABL3	co-expression
PRKCI	REST	co-expression
PRKCI	RSRC1	co-expression
PRKCI	SEC62	co-expression
PRKCI	SHOC2	co-expression
PRKCI	SLC30A6	co-expression
PRKCI	SNX4	co-expression
PRKCI	SPAST	co-expression
PRKCI	STXBP3	co-expression
PRKCI	TBC1D23	co-expression
PRKCI	TBL1XR1	co-expression
PRKCI	UEVLD	co-expression
PRKCI	XPO1	co-expression
PRKCI	ZBTB11	co-expression
PRKCI	ZNF148	co-expression
PRKCI	SENP2	co-expression
PRKCH	ARHGEF6	co-expression
PRKCH	DOCK10	co-expression
PRKCH	GIMAP8	co-expression
PRKCH	PPP1R16B	co-expression
PRKCB	ARHGAP25	co-expression
PRKCB	ARHGAP30	co-expression
PRKCB	ARHGEF6	co-expression
PRKCB	CD180	co-expression
PRKCB	CD28	co-expression
PRKCB	DOCK10	co-expression
PRKCB	DOCK2	co-expression
PRKCB	FLI1	co-expression
PRKCB	GIMAP6	co-expression
PRKCB	GIMAP7	co-expression
PRKCB	HCLS1	co-expression
PRKCB	HVCN1	co-expression
PRKCB	IKZF1	co-expression
PRKCB	IL10RA	co-expression
PRKCB	ITK	co-expression
PRKCB	NCKAP1L	co-expression
PRKCB	PTPRC	co-expression
PRKCB	RASSF2	co-expression
PRKCB	RCSD1	co-expression
PRKCB	SELL	co-expression
PRKCB	SFMBT2	co-expression
PRKCB	TAGAP	co-expression
PRKCB	TRAF3IP3	co-expression
CLEC11A	C11ORF96	co-expression
CLEC11A	COL6A1	co-expression
CLEC11A	COL6A2	co-expression
CLEC11A	CRIP2	co-expression
CLEC11A	EFEMP2	co-expression
CLEC11A	HIC1	co-expression
CLEC11A	HLX	co-expression
CLEC11A	LOXL1	co-expression
CLEC11A	MXRA8	co-expression
CLEC11A	PCOLCE	co-expression
CLEC11A	RAB34	co-expression
CLEC11A	RCN3	co-expression
CLEC11A	SCARF2	co-expression
CLEC11A	SPON2	co-expression
CLEC11A	SYDE1	co-expression
CLEC11A	TMEM204	co-expression
CLEC11A	TSPAN4	co-expression
CLEC11A	VASN	co-expression
DAAM1	ARID4A	co-expression
DAAM1	BTBD7	co-expression
DAAM1	MAP4K5	co-expression
DAAM1	SEL1L	co-expression
DAAM1	TRIP11	co-expression
DAAM2	ACTA2	co-expression
DAAM2	AOC3	co-expression
DAAM2	ARHGEF17	co-expression
DAAM2	ARHGEF25	co-expression
DAAM2	ATP8B2	co-expression
DAAM2	CCDC8	co-expression
DAAM2	CLIP3	co-expression
DAAM2	CNTNAP1	co-expression
DAAM2	DACT3	co-expression
DAAM2	DCHS1	co-expression
DAAM2	DNAJB5	co-expression
DAAM2	EFS	co-expression
DAAM2	EHD3	co-expression
DAAM2	FBLN5	co-expression
DAAM2	FEZ1	co-expression
DAAM2	FGFR1	co-expression
DAAM2	FLT4	co-expression
DAAM2	GLI3	co-expression
DAAM2	HEYL	co-expression
DAAM2	JAM3	co-expression
DAAM2	LOXL4	co-expression
DAAM2	LZTS1	co-expression
DAAM2	MCAM	co-expression
DAAM2	MFAP4	co-expression
DAAM2	MRGPRF	co-expression
DAAM2	PLXDC1	co-expression
DAAM2	RBPMS2	co-expression
DAAM2	RGMA	co-expression
DAAM2	SLC22A17	co-expression
DAAM2	SORCS2	co-expression
DAAM2	SSC5D	co-expression
DAAM2	TMEM200B	co-expression
DAAM2	TSPYL5	co-expression
DAAM2	VSTM4	co-expression
DAAM2	ZNF521	co-expression
DAAM2	A2M	co-expression
SRFBP1	ACTR2	co-expression
SRFBP1	AGGF1	co-expression
SRFBP1	ARL5A	co-expression
SRFBP1	ATP13A3	co-expression
SRFBP1	C2ORF69	co-expression
SRFBP1	C5ORF24	co-expression
SRFBP1	CEBPZ	co-expression
SRFBP1	CEP120	co-expression
SRFBP1	CFAP97	co-expression
SRFBP1	CHD1	co-expression
SRFBP1	DDX18	co-expression
SRFBP1	DHX29	co-expression
SRFBP1	G3BP1	co-expression
SRFBP1	GABPA	co-expression
SRFBP1	HERC4	co-expression
SRFBP1	IPO7	co-expression
SRFBP1	LYSMD3	co-expression
SRFBP1	PHF6	co-expression
SRFBP1	POLK	co-expression
SRFBP1	PTBP3	co-expression
SRFBP1	PUS7L	co-expression
SRFBP1	RBM12	co-expression
SRFBP1	RBM27	co-expression
SRFBP1	RPE	co-expression
SRFBP1	SCAMP1	co-expression
SRFBP1	SLC30A6	co-expression
SRFBP1	SMAD5	co-expression
SRFBP1	SPAST	co-expression
SRFBP1	TNPO1	co-expression
SRFBP1	U2SURP	co-expression
SRFBP1	UBXN4	co-expression
SRFBP1	WDR36	co-expression
SRFBP1	XPO1	co-expression
SRFBP1	ZFYVE16	co-expression
SRFBP1	ZNF800	co-expression
SRFBP1	ZRANB2	co-expression
NUP98	AHCTF1	direct
PRKD1	CALD1	co-expression
PRKD1	FERMT2	co-expression
PRKD1	MSRB3	co-expression
VPS25	SNF8	direct
ZSCAN29	FAN1	co-expression
CFH	AFAP1L1	co-expression
CFH	ATP8B2	co-expression
CFH	CAV1	co-expression
CFH	CCDC80	co-expression
CFH	CD93	co-expression
CFH	COL15A1	co-expression
CFH	COL3A1	co-expression
CFH	COL5A2	co-expression
CFH	COL6A3	co-expression
CFH	DCN	co-expression
CFH	EVC	co-expression
CFH	FAM110B	co-expression
CFH	FBN1	co-expression
CFH	FSTL1	co-expression
CFH	GAS1	co-expression
CFH	GAS7	co-expression
CFH	GFPT2	co-expression
CFH	GJA5	co-expression
CFH	GLI3	co-expression
CFH	GPR176	co-expression
CFH	ITGA5	co-expression
CFH	LOX	co-expression
CFH	LYVE1	co-expression
CFH	MMP2	co-expression
CFH	MRAS	co-expression
CFH	MRC2	co-expression
CFH	PDPN	co-expression
CFH	PMP22	co-expression
CFH	RHOJ	co-expression
CFH	SERPINF1	co-expression
CFH	SERPING1	co-expression
CFH	SNAI2	co-expression
CFH	SPARC	co-expression
CFH	THBD	co-expression
CFH	TSPYL5	co-expression
CFH	VEGFC	co-expression
CFH	VIM	co-expression
CFH	VSTM4	co-expression
CFH	ZNF521	co-expression
CFH	AKT3	co-expression
CFH	BASP1	co-expression
CFH	CCDC88A	co-expression
CFH	CDH11	co-expression
CFH	CLMP	co-expression
CFH	COL14A1	co-expression
CFH	COL8A1	co-expression
CFH	CTHRC1	co-expression
CFH	DDR2	co-expression
CFH	DLC1	co-expression
CFH	DSE	co-expression
CFH	FERMT2	co-expression
CFH	FLRT2	co-expression
CFH	FRMD6	co-expression
CFH	GLT8D2	co-expression
CFH	GNB4	co-expression
CFH	GPC6	co-expression
CFH	HEG1	co-expression
CFH	IL1R1	co-expression
CFH	INHBA	co-expression
CFH	LUM	co-expression
CFH	MDFIC	co-expression
CFH	NRP1	co-expression
CFH	OLFML1	co-expression
CFH	OSMR	co-expression
CFH	PCDH17	co-expression
CFH	PECAM1	co-expression
CFH	PLXNC1	co-expression
CFH	PRRX1	co-expression
CFH	PTPRM	co-expression
CFH	QKI	co-expression
CFH	RAB31	co-expression
CFH	TCF4	co-expression
CFH	TSHZ3	co-expression
CFH	VCAM1	co-expression
CFH	VCAN	co-expression
CFH	ZEB2	co-expression
CFH	LRRC8C	co-expression
CFH	PPP1R18	co-expression
CFP	ABI3	co-expression
CFP	ARHGAP9	co-expression
CFP	CHST2	co-expression
CFP	EBI3	co-expression
CFP	FGD2	co-expression
PRDM10	REL	direct
MTDH	NBN	co-expression
MTDH	YWHAZ	co-expression
MTDH	ARMC1	co-expression
MTDH	OTUD6B	co-expression
MTDH	SLC25A32	co-expression
MTDH	UBE2W	co-expression
PLK4	SPAG5	direct
PLK4	CCNA2	co-expression
PLK4	CENPE	co-expression
PLK4	CHEK1	co-expression
PLK4	CKAP2L	co-expression
PLK4	MAD2L1	co-expression
PLK4	MND1	co-expression
PLK4	NCAPG	co-expression
PLK4	NEIL3	co-expression
ARL14EP	PLEKHF2	direct
ARL14EP	C11ORF58	co-expression
ARL14EP	GTF2H1	co-expression
ARL14EP	TSN	co-expression
HOMER1	ABI1	direct
HOMER1	AIMP1	direct
HOMER1	CENPQ	direct
HOMER1	NUP54	direct
APOOL	MED14	co-expression
APOOL	ZBTB33	co-expression
MCAM	AFAP1L1	co-expression
MCAM	ARHGEF15	co-expression
MCAM	CD34	co-expression
MCAM	CD93	co-expression
MCAM	CDH5	co-expression
MCAM	CLEC14A	co-expression
MCAM	COL15A1	co-expression
MCAM	COL4A1	co-expression
MCAM	COL4A2	co-expression
MCAM	CSPG4	co-expression
MCAM	FLT4	co-expression
MCAM	GPR4	co-expression
MCAM	ITGA5	co-expression
MCAM	LZTS1	co-expression
MCAM	MMRN2	co-expression
MCAM	NOTCH4	co-expression
MCAM	PCDH12	co-expression
MCAM	RHOJ	co-expression
MCAM	ROBO4	co-expression
MCAM	S1PR1	co-expression
MCAM	TIE1	co-expression
MCAM	ADAMTS1	co-expression
MEX3B	ATP8B2	co-expression
MEX3B	CCDC8	co-expression
MEX3B	COL6A3	co-expression
MEX3B	EVC	co-expression
MEX3B	FBN1	co-expression
MEX3B	FGFR1	co-expression
MEX3B	GLI3	co-expression
MEX3B	LZTS1	co-expression
MEX3B	PDGFRB	co-expression
MEX3B	RHOJ	co-expression
MEX3B	VSTM4	co-expression
MEX3B	ZNF521	co-expression
DENND1B	ACAP2	co-expression
DENND1B	UHMK1	co-expression
DENND1B	ZBTB41	co-expression
SETD5	NR2C2	co-expression
SETD2	ATXN7	co-expression
MOCS3	CSTF1	co-expression
MOCS3	GID8	co-expression
BTG1	CNOT8	direct
BTG1	CNOT7	direct
SETD3	BAG5	co-expression
STON1	AKT3	co-expression
STON1	ANTXR1	co-expression
STON1	AOC3	co-expression
STON1	ARHGEF25	co-expression
STON1	CALD1	co-expression
STON1	CCDC8	co-expression
STON1	CCDC80	co-expression
STON1	CDK14	co-expression
STON1	COL14A1	co-expression
STON1	COL8A1	co-expression
STON1	COL8A2	co-expression
STON1	DDR2	co-expression
STON1	DPYSL3	co-expression
STON1	ECM2	co-expression
STON1	EVC	co-expression
STON1	FBN1	co-expression
STON1	FERMT2	co-expression
STON1	FILIP1L	co-expression
STON1	GAS7	co-expression
STON1	GPC6	co-expression
STON1	GREM1	co-expression
STON1	HMCN1	co-expression
STON1	IL1R1	co-expression
STON1	JAM3	co-expression
STON1	LAMA4	co-expression
