miRNA	Gene	Input
hsa-miR-190a-3p	SLC25A27	-1
hsa-miR-190a-3p	SLC2A12	-1
hsa-miR-190a-3p	SLC30A4	-1
hsa-miR-190a-3p	SLC35E3	-1
hsa-miR-190a-3p	SLC7A11	-1
hsa-miR-190a-3p	SLC8A1	-1
hsa-miR-190a-3p	SLITRK4	-1
hsa-miR-190a-3p	SMAD9	-1
hsa-miR-190a-3p	SMARCAD1	-1
hsa-miR-190a-3p	SMCHD1	-1
hsa-miR-190a-3p	SNRK	-1
hsa-miR-190a-3p	SP1	-1
hsa-miR-190a-3p	SPATA2	-1
hsa-miR-190a-3p	SPPL3	-1
hsa-miR-190a-3p	SPRED1	-1
hsa-miR-190a-3p	SPSB1	-1
hsa-miR-190a-3p	SRP72	-1
hsa-miR-190a-3p	SSPN	-1
hsa-miR-190a-3p	STARD8	-1
hsa-miR-190a-3p	STRN	-1
hsa-miR-190a-3p	SUCNR1	-1
hsa-miR-190a-3p	SV2B	-1
hsa-miR-190a-3p	SVIP	-1
hsa-miR-190a-3p	SYP	-1
hsa-miR-190a-3p	TAOK1	-1
hsa-miR-190a-3p	TBX18	-1
hsa-miR-190a-3p	TBX4	-1
hsa-miR-190a-3p	TET2	-1
hsa-miR-190a-3p	THSD7A	-1
hsa-miR-190a-3p	TIMM10	-1
hsa-miR-190a-3p	TMCO1	-1
hsa-miR-190a-3p	TMEM161B	-1
hsa-miR-190a-3p	TMEM178B	-1
hsa-miR-190a-3p	TMX4	-1
hsa-miR-190a-3p	TNFRSF9	-1
hsa-miR-190a-3p	TNFSF9	-1
hsa-miR-190a-3p	TNPO1	-1
hsa-miR-190a-3p	TPPP	-1
hsa-miR-190a-3p	TRIM13	-1
hsa-miR-190a-3p	TRIM2	-1
hsa-miR-190a-3p	TRIM23	-1
hsa-miR-190a-3p	TRPM6	-1
hsa-miR-190a-3p	TSEN34	-1
hsa-miR-190a-3p	TSNARE1	-1
hsa-miR-190a-3p	TSPAN2	-1
hsa-miR-190a-3p	TTYH3	-1
hsa-miR-190a-3p	UNG	-1
hsa-miR-190a-3p	UNK	-1
hsa-miR-190a-3p	USF3	-1
hsa-miR-190a-3p	USP6NL	-1
hsa-miR-190a-3p	VAMP4	-1
hsa-miR-190a-3p	VENTX	-1
hsa-miR-190a-3p	VGLL2	-1
hsa-miR-190a-3p	WASL	-1
hsa-miR-190a-3p	WDR17	-1
hsa-miR-190a-3p	WDR72	-1
hsa-miR-190a-3p	WDR76	-1
hsa-miR-190a-3p	WNT11	-1
hsa-miR-190a-3p	WNT5A	-1
hsa-miR-190a-3p	XKR6	-1
hsa-miR-190a-3p	XPOT	-1
hsa-miR-190a-3p	XRN1	-1
hsa-miR-190a-3p	ZBTB18	-1
hsa-miR-190a-3p	ZBTB20	-1
hsa-miR-190a-3p	ZBTB7A	-1
hsa-miR-190a-3p	ZC3H6	-1
hsa-miR-190a-3p	ZDHHC5	-1
hsa-miR-190a-3p	ZER1	-1
hsa-miR-190a-3p	ZFHX3	-1
hsa-miR-190a-3p	ZIC5	-1
hsa-miR-190a-3p	ZMYM2	-1
hsa-miR-190a-3p	ZNF264	-1
hsa-miR-190a-3p	ZNF318	-1
hsa-miR-190a-3p	ZNF512B	-1
hsa-miR-190a-3p	ZNF516	-1
hsa-miR-190a-3p	ZNF529	-1
hsa-miR-190a-3p	ZNF608	-1
hsa-miR-190a-3p	ZNF609	-1
hsa-miR-190a-3p	ZRANB1	-1
hsa-miR-1910-3p	CAMSAP2	-1
hsa-miR-1910-3p	MB21D2	-1
hsa-miR-1915-3p	HEYL	-1
hsa-miR-193a-3p	ABI2	-1
hsa-miR-193a-3p	DCAF7	-1
hsa-miR-193a-3p	ERBB4	-1
hsa-miR-193b-3p	DCAF7	-1
hsa-miR-194-5p	BNIP2	-1
hsa-miR-194-5p	EPC2	-1
hsa-miR-194-5p	FZD6	-1
hsa-miR-194-5p	HBEGF	-1
hsa-miR-195-3p	CADM2	-1
hsa-miR-195-3p	CUL2	-1
hsa-miR-195-3p	DENND1B	-1
hsa-miR-195-3p	PRKAA1	-1
hsa-miR-195-3p	RAB6A	-1
hsa-miR-195-5p	ABL2	-1
hsa-miR-195-5p	AKT3	-1
hsa-miR-195-5p	ARIH1	-1
hsa-miR-195-5p	ARL2	-1
hsa-miR-195-5p	ATG14	-1
hsa-miR-195-5p	ATG9A	-1
hsa-miR-195-5p	AXIN2	-1
hsa-miR-195-5p	BTRC	-1
hsa-miR-195-5p	C2orf42	-1
hsa-miR-195-5p	CASK	-1
hsa-miR-195-5p	CBX2	-1
hsa-miR-195-5p	CCND2	-1
hsa-miR-195-5p	CCNE1	-1
hsa-miR-195-5p	CDCA4	-1
hsa-miR-195-5p	CHAC1	-1
hsa-miR-195-5p	CPEB2	-1
hsa-miR-195-5p	CYB561A3	-1
hsa-miR-195-5p	CYP26B1	-1
hsa-miR-195-5p	DMPK	-1
hsa-miR-195-5p	FASN	-1
hsa-miR-195-5p	FGF2	-1
hsa-miR-195-5p	GABARAPL1	-1
hsa-miR-195-5p	KIF23	-1
hsa-miR-195-5p	LSM11	-1
hsa-miR-195-5p	LURAP1L	-1
hsa-miR-195-5p	LUZP1	-1
hsa-miR-195-5p	MKX	-1
hsa-miR-195-5p	MTMR3	-1
hsa-miR-195-5p	MYB	-1
hsa-miR-195-5p	N4BP1	-1
hsa-miR-195-5p	NAPG	-1
hsa-miR-195-5p	NUP50	-1
hsa-miR-195-5p	PAFAH1B1	-1
hsa-miR-195-5p	PAFAH1B2	-1
hsa-miR-195-5p	PCMT1	-1
hsa-miR-195-5p	PHF19	-1
hsa-miR-195-5p	PISD	-1
hsa-miR-195-5p	PLAG1	-1
hsa-miR-195-5p	RAB11FIP2	-1
hsa-miR-195-5p	RASGEF1B	-1
hsa-miR-195-5p	RECK	-1
hsa-miR-195-5p	SEC24A	-1
hsa-miR-195-5p	SHOC2	-1
hsa-miR-195-5p	SLC9A6	-1
hsa-miR-195-5p	SMURF1	-1
hsa-miR-195-5p	SPRED1	-1
hsa-miR-195-5p	SREK1	-1
hsa-miR-195-5p	TBL1XR1	-1
hsa-miR-195-5p	TBPL1	-1
hsa-miR-195-5p	TFAP2A	-1
hsa-miR-195-5p	TLK1	-1
hsa-miR-195-5p	TMEM100	-1
hsa-miR-195-5p	TNRC6B	-1
hsa-miR-195-5p	UBE2Q1	-1
hsa-miR-195-5p	UBE2V1	-1
hsa-miR-195-5p	UBN2	-1
hsa-miR-195-5p	VEGFA	-1
hsa-miR-195-5p	WEE1	-1
hsa-miR-195-5p	ZBTB34	-1
hsa-miR-195-5p	ZCCHC3	-1
hsa-miR-195-5p	ZMAT3	-1
hsa-miR-195-5p	ZNF367	-1
hsa-miR-195-5p	ZNF691	-1
hsa-miR-196a-5p	EXOC8	-1
hsa-miR-196a-5p	GATA6	-1
hsa-miR-196a-5p	HMGA2	-1
hsa-miR-196a-5p	HOXA7	-1
hsa-miR-196a-5p	HOXA9	-1
hsa-miR-196a-5p	HOXC8	-1
hsa-miR-196a-5p	LRIG3	-1
hsa-miR-196a-5p	NR6A1	-1
hsa-miR-196b-5p	EXOC8	-1
hsa-miR-196b-5p	GATA6	-1
hsa-miR-196b-5p	HMGA2	-1
hsa-miR-196b-5p	HOXA9	-1
hsa-miR-196b-5p	HOXC8	-1
hsa-miR-196b-5p	LRIG3	-1
hsa-miR-196b-5p	NR6A1	-1
hsa-miR-196b-5p	PBX1	-1
hsa-miR-197-3p	TTPAL	-1
hsa-miR-199a-3p	ETNK1	-1
hsa-miR-199a-3p	ITGA3	-1
hsa-miR-199a-3p	MAP3K4	-1
hsa-miR-199a-3p	PAK4	-1
hsa-miR-199a-5p	ARHGAP12	-1
hsa-miR-199a-5p	DDR1	-1
hsa-miR-199a-5p	FZD4	-1
hsa-miR-199a-5p	KL	-1
hsa-miR-199a-5p	MAP3K11	-1
hsa-miR-199b-3p	ETNK1	-1
hsa-miR-199b-3p	ITGA3	-1
hsa-miR-199b-3p	MAP3K4	-1
hsa-miR-199b-3p	PAK4	-1
hsa-miR-199b-5p	DDR1	-1
hsa-miR-19a-3p	ABCA1	-1
hsa-miR-19a-3p	ACBD5	-1
hsa-miR-19a-3p	ACSL4	-1
hsa-miR-19a-3p	ADRB1	-1
hsa-miR-19a-3p	AFF1	-1
hsa-miR-19a-3p	AMMECR1L	-1
hsa-miR-19a-3p	ANKIB1	-1
hsa-miR-19a-3p	ARAP2	-1
hsa-miR-19a-3p	ATG14	-1
hsa-miR-19a-3p	ATXN1	-1
hsa-miR-19a-3p	BMP3	-1
hsa-miR-19a-3p	BMPR2	-1
hsa-miR-19a-3p	C2orf42	-1
hsa-miR-19a-3p	CAMSAP1	-1
hsa-miR-19a-3p	CCNL1	-1
hsa-miR-19a-3p	CCNT2	-1
hsa-miR-19a-3p	CEP350	-1
hsa-miR-19a-3p	CLOCK	-1
hsa-miR-19a-3p	CREBRF	-1
hsa-miR-19a-3p	DDX3X	-1
hsa-miR-19a-3p	DLG5	-1
hsa-miR-19a-3p	DSEL	-1
hsa-miR-19a-3p	E2F8	-1
hsa-miR-19a-3p	ELMOD2	-1
hsa-miR-19a-3p	ELOVL5	-1
hsa-miR-19a-3p	EPS15	-1
hsa-miR-19a-3p	ESR1	-1
hsa-miR-19a-3p	GRSF1	-1
hsa-miR-19a-3p	HBP1	-1
hsa-miR-19a-3p	HOMER1	-1
hsa-miR-19a-3p	IMPDH1	-1
hsa-miR-19a-3p	KCNJ2	-1
hsa-miR-19a-3p	KIF13A	-1
hsa-miR-19a-3p	KLHL11	-1
hsa-miR-19a-3p	KLHL42	-1
hsa-miR-19a-3p	KPNA6	-1
hsa-miR-19a-3p	LDLR	-1
hsa-miR-19a-3p	LONRF1	-1
hsa-miR-19a-3p	MBNL2	-1
hsa-miR-19a-3p	MECP2	-1
hsa-miR-19a-3p	MED12L	-1
hsa-miR-19a-3p	MFSD6	-1
hsa-miR-19a-3p	PATL1	-1
hsa-miR-19a-3p	PIK3CA	-1
hsa-miR-19a-3p	PIK3R3	-1
hsa-miR-19a-3p	PMEPA1	-1
hsa-miR-19a-3p	PPP2R5E	-1
hsa-miR-19a-3p	PRICKLE2	-1
hsa-miR-19a-3p	RAB8B	-1
hsa-miR-19a-3p	RAP2C	-1
hsa-miR-19a-3p	RAPGEF2	-1
hsa-miR-19a-3p	RGL1	-1
hsa-miR-19a-3p	RNF11	-1
hsa-miR-19a-3p	RORA	-1
hsa-miR-19a-3p	RPS6KA5	-1
hsa-miR-19a-3p	SATB1	-1
hsa-miR-19a-3p	SECISBP2L	-1
hsa-miR-19a-3p	SEMA4C	-1
hsa-miR-19a-3p	SGK1	-1
hsa-miR-19a-3p	SHCBP1	-1
hsa-miR-19a-3p	SKIL	-1
hsa-miR-19a-3p	SLC6A8	-1
hsa-miR-19a-3p	SOX6	-1
hsa-miR-19a-3p	SPATA2	-1
hsa-miR-19a-3p	STOX2	-1
hsa-miR-19a-3p	TNRC6B	-1
hsa-miR-19a-3p	TRIM33	-1
hsa-miR-19a-3p	WNK1	-1
hsa-miR-19a-3p	ZBTB18	-1
hsa-miR-19a-3p	ZBTB4	-1
hsa-miR-19a-3p	ZDHHC7	-1
hsa-miR-19a-3p	ZMYND11	-1
hsa-miR-19a-3p	ZNF217	-1
hsa-miR-19a-3p	ZNF680	-1
hsa-miR-19b-3p	ACBD5	-1
hsa-miR-19b-3p	ACSL4	-1
hsa-miR-19b-3p	AFF1	-1
hsa-miR-19b-3p	AMMECR1L	-1
hsa-miR-19b-3p	ANKIB1	-1
hsa-miR-19b-3p	ARAP2	-1
hsa-miR-19b-3p	ATF2	-1
hsa-miR-19b-3p	ATG14	-1
hsa-miR-19b-3p	ATXN1	-1
hsa-miR-19b-3p	ATXN7L1	-1
hsa-miR-19b-3p	BMP3	-1
hsa-miR-19b-3p	BMPR2	-1
hsa-miR-19b-3p	C11orf96	-1
hsa-miR-19b-3p	C2orf42	-1
hsa-miR-19b-3p	CAMSAP1	-1
hsa-miR-19b-3p	CCNL1	-1
hsa-miR-19b-3p	CCNT2	-1
hsa-miR-19b-3p	CEP350	-1
hsa-miR-19b-3p	CLOCK	-1
hsa-miR-19b-3p	CREBRF	-1
hsa-miR-19b-3p	DDX3X	-1
hsa-miR-19b-3p	DLG5	-1
hsa-miR-19b-3p	DNAJA2	-1
hsa-miR-19b-3p	DSEL	-1
hsa-miR-19b-3p	E2F8	-1
hsa-miR-19b-3p	ELMOD2	-1
hsa-miR-19b-3p	ELOVL5	-1
hsa-miR-19b-3p	EPS15	-1
hsa-miR-19b-3p	ESR1	-1
hsa-miR-19b-3p	GRSF1	-1
hsa-miR-19b-3p	HBP1	-1
hsa-miR-19b-3p	HOMER1	-1
hsa-miR-19b-3p	IMPDH1	-1
hsa-miR-19b-3p	KCNJ2	-1
hsa-miR-19b-3p	KIF13A	-1
hsa-miR-19b-3p	KLHL11	-1
hsa-miR-19b-3p	KLHL42	-1
hsa-miR-19b-3p	KPNA6	-1
hsa-miR-19b-3p	LDLR	-1
hsa-miR-19b-3p	LONRF1	-1
hsa-miR-19b-3p	LRIG3	-1
hsa-miR-19b-3p	MBNL2	-1
hsa-miR-19b-3p	MECP2	-1
hsa-miR-19b-3p	MED12L	-1
hsa-miR-19b-3p	MFSD6	-1
hsa-miR-19b-3p	PATL1	-1
hsa-miR-19b-3p	PIK3R3	-1
hsa-miR-19b-3p	PPP2R5E	-1
hsa-miR-19b-3p	PRICKLE2	-1
hsa-miR-19b-3p	RAB8B	-1
hsa-miR-19b-3p	RAP2C	-1
hsa-miR-19b-3p	RAPGEF2	-1
hsa-miR-19b-3p	RGL1	-1
hsa-miR-19b-3p	RNF11	-1
hsa-miR-19b-3p	RNF145	-1
hsa-miR-19b-3p	ROR1	-1
hsa-miR-19b-3p	RORA	-1
hsa-miR-19b-3p	SATB1	-1
hsa-miR-19b-3p	SECISBP2L	-1
hsa-miR-19b-3p	SEMA4C	-1
hsa-miR-19b-3p	SGK1	-1
hsa-miR-19b-3p	SHCBP1	-1
hsa-miR-19b-3p	SKIL	-1
hsa-miR-19b-3p	SLC6A8	-1
hsa-miR-19b-3p	SOX6	-1
hsa-miR-19b-3p	SPATA2	-1
hsa-miR-19b-3p	STOX2	-1
hsa-miR-19b-3p	TNRC6B	-1
hsa-miR-19b-3p	TRIM33	-1
hsa-miR-19b-3p	WNK1	-1
hsa-miR-19b-3p	ZBTB18	-1
hsa-miR-19b-3p	ZBTB4	-1
hsa-miR-19b-3p	ZDHHC7	-1
hsa-miR-19b-3p	ZMYND11	-1
hsa-miR-19b-3p	ZNF217	-1
hsa-miR-19b-3p	ZNF680	-1
hsa-miR-200a-3p	BRD3	-1
hsa-miR-200a-3p	DEK	-1
hsa-miR-200a-3p	DLC1	-1
hsa-miR-200a-3p	ELAVL2	-1
hsa-miR-200a-3p	EPHA7	-1
hsa-miR-200a-3p	HNRNPF	-1
hsa-miR-200a-3p	IPO5	-1
hsa-miR-200a-3p	KLF12	-1
hsa-miR-200a-3p	MAP2K4	-1
hsa-miR-200a-3p	MYH10	-1
hsa-miR-200a-3p	TRAM1	-1
hsa-miR-200a-3p	ZBTB34	-1
hsa-miR-200a-3p	ZEB1	-1
hsa-miR-200a-3p	ZEB2	-1
hsa-miR-200a-5p	ZNF99	-1
hsa-miR-200b-3p	BAP1	-1
hsa-miR-200b-3p	CRKL	-1
hsa-miR-200b-3p	ERRFI1	-1
hsa-miR-200b-3p	KDR	-1
hsa-miR-200b-3p	MSN	-1
hsa-miR-200b-3p	NCOA2	-1
hsa-miR-200b-3p	OSTM1	-1
hsa-miR-200b-3p	QKI	-1
hsa-miR-200b-3p	RAP2C	-1
hsa-miR-200b-3p	RND3	-1
hsa-miR-200b-3p	RPS6KB1	-1
hsa-miR-200b-3p	SEC23A	-1
hsa-miR-200b-3p	WASF3	-1
hsa-miR-200b-3p	WNT16	-1
hsa-miR-200b-3p	ZEB1	-1
hsa-miR-200b-3p	ZEB2	-1
hsa-miR-200b-5p	ZNF99	-1
hsa-miR-200c-3p	BAP1	-1
hsa-miR-200c-3p	CFL2	-1
hsa-miR-200c-3p	CRKL	-1
hsa-miR-200c-3p	DNAJC3	-1
hsa-miR-200c-3p	ERRFI1	-1
hsa-miR-200c-3p	KDR	-1
hsa-miR-200c-3p	LRP1B	-1
hsa-miR-200c-3p	MSN	-1
hsa-miR-200c-3p	NCOA2	-1
hsa-miR-200c-3p	OSTM1	-1
hsa-miR-200c-3p	QKI	-1
hsa-miR-200c-3p	RAP2C	-1
hsa-miR-200c-3p	RND3	-1
hsa-miR-200c-3p	RPS6KB1	-1
hsa-miR-200c-3p	SEC23A	-1
hsa-miR-200c-3p	WIPF1	-1
hsa-miR-200c-3p	WNT16	-1
hsa-miR-200c-3p	ZEB1	-1
hsa-miR-200c-3p	ZEB2	-1
hsa-miR-202-3p	BEND4	-1
hsa-miR-202-3p	FIGN	-1
hsa-miR-202-3p	HAS2	-1
hsa-miR-202-3p	HMGA2	-1
hsa-miR-202-3p	MYCN	-1
hsa-miR-202-3p	ONECUT2	-1
hsa-miR-202-3p	RBFOX2	-1
hsa-miR-202-3p	TRIM71	-1
hsa-miR-202-5p	TGFBR2	-1
hsa-miR-203a-3p	CASK	-1
hsa-miR-203a-3p	CLOCK	-1
hsa-miR-203a-3p	DUSP5	-1
hsa-miR-203a-3p	EGLN1	-1
hsa-miR-203a-3p	HNRNPR	-1
hsa-miR-203a-3p	MAP3K13	-1
hsa-miR-203a-3p	NUFIP2	-1
hsa-miR-203a-3p	SNAI2	-1
hsa-miR-203a-3p	ZNF148	-1
hsa-miR-203a-5p	TSC22D2	-1
hsa-miR-204-5p	ANKRD13A	-1
hsa-miR-204-5p	AP1S2	-1
hsa-miR-204-5p	CREB5	-1
hsa-miR-204-5p	FBN2	-1
hsa-miR-204-5p	FOXC1	-1
hsa-miR-204-5p	ITPR1	-1
hsa-miR-204-5p	NR3C1	-1
hsa-miR-204-5p	RAB10	-1
hsa-miR-204-5p	RAB22A	-1
hsa-miR-204-5p	SAMD5	-1
hsa-miR-204-5p	TCF12	-1
hsa-miR-204-5p	WWC3	-1
hsa-miR-204-5p	ZCCHC24	-1
hsa-miR-2052	HNRNPR	-1
hsa-miR-205-3p	NUP54	-1
hsa-miR-205-3p	PDLIM5	-1
hsa-miR-205-3p	TMEM245	-1
hsa-miR-2054	RORA	-1
hsa-miR-205-5p	CCNJ	-1
hsa-miR-205-5p	LPCAT1	-1
hsa-miR-205-5p	NFAT5	-1
hsa-miR-205-5p	PTPRJ	-1
hsa-miR-205-5p	RAB11FIP1	-1
hsa-miR-206	BDNF	-1
hsa-miR-206	C5orf51	-1
hsa-miR-206	EIF1AX	-1
hsa-miR-206	G6PD	-1
hsa-miR-206	GJA1	-1
hsa-miR-206	GPD2	-1
hsa-miR-206	NFAT5	-1
hsa-miR-206	PAX3	-1
hsa-miR-206	TWF1	-1
hsa-miR-206	UTRN	-1
hsa-miR-208a-5p	HMGN3	-1
hsa-miR-208b-5p	HMGN3	-1
hsa-miR-20a-3p	HMGN2	-1
hsa-miR-20a-3p	NF1	-1
hsa-miR-20a-3p	TMEM67	-1
hsa-miR-20a-3p	UGT8	-1
hsa-miR-20a-3p	WAPL	-1
hsa-miR-20a-5p	AAK1	-1
hsa-miR-20a-5p	AKTIP	-1
hsa-miR-20a-5p	ANKIB1	-1
hsa-miR-20a-5p	ANKRD33B	-1
hsa-miR-20a-5p	ANKRD52	-1
hsa-miR-20a-5p	ARHGAP12	-1
hsa-miR-20a-5p	ARID4B	-1
hsa-miR-20a-5p	ATAD2	-1
hsa-miR-20a-5p	ATG16L1	-1
hsa-miR-20a-5p	BNIP2	-1
hsa-miR-20a-5p	BRMS1L	-1
hsa-miR-20a-5p	CAMTA1	-1
hsa-miR-20a-5p	CCND1	-1
hsa-miR-20a-5p	CEP97	-1
hsa-miR-20a-5p	CFL2	-1
hsa-miR-20a-5p	CLOCK	-1
hsa-miR-20a-5p	CMTR2	-1
hsa-miR-20a-5p	CNOT4	-1
hsa-miR-20a-5p	DYNC1LI2	-1
hsa-miR-20a-5p	E2F1	-1
hsa-miR-20a-5p	E2F5	-1
hsa-miR-20a-5p	EFCAB14	-1
hsa-miR-20a-5p	EGLN3	-1
hsa-miR-20a-5p	EIF5A2	-1
hsa-miR-20a-5p	ELK4	-1
hsa-miR-20a-5p	EMSY	-1
hsa-miR-20a-5p	ENPP5	-1
hsa-miR-20a-5p	EPHA4	-1
hsa-miR-20a-5p	EZH1	-1
hsa-miR-20a-5p	F3	-1
hsa-miR-20a-5p	FAM117B	-1
hsa-miR-20a-5p	FAM126B	-1
hsa-miR-20a-5p	FBXL5	-1
hsa-miR-20a-5p	FCHO2	-1
hsa-miR-20a-5p	FJX1	-1
hsa-miR-20a-5p	FOXJ3	-1
hsa-miR-20a-5p	FRMD6	-1
hsa-miR-20a-5p	FRS2	-1
hsa-miR-20a-5p	FYCO1	-1
hsa-miR-20a-5p	HSPA8	-1
hsa-miR-20a-5p	ITGB8	-1
hsa-miR-20a-5p	KCNB1	-1
hsa-miR-20a-5p	KIAA0513	-1
hsa-miR-20a-5p	KLHL28	-1
hsa-miR-20a-5p	KMT2B	-1
hsa-miR-20a-5p	LAPTM4A	-1
hsa-miR-20a-5p	LPGAT1	-1
hsa-miR-20a-5p	MAP3K14	-1
hsa-miR-20a-5p	MAP3K2	-1
hsa-miR-20a-5p	MFSD8	-1
hsa-miR-20a-5p	MKRN1	-1
hsa-miR-20a-5p	NABP1	-1
hsa-miR-20a-5p	NAGK	-1
hsa-miR-20a-5p	NCOA3	-1
hsa-miR-20a-5p	NFAT5	-1
hsa-miR-20a-5p	NPAT	-1
hsa-miR-20a-5p	NR2C2	-1
hsa-miR-20a-5p	PGM2L1	-1
hsa-miR-20a-5p	PPP6C	-1
hsa-miR-20a-5p	PRRG1	-1
hsa-miR-20a-5p	PTPN4	-1
hsa-miR-20a-5p	PURB	-1
hsa-miR-20a-5p	RAB22A	-1
hsa-miR-20a-5p	RBL2	-1
hsa-miR-20a-5p	REEP3	-1
hsa-miR-20a-5p	REST	-1
hsa-miR-20a-5p	RPS6KA5	-1
hsa-miR-20a-5p	RRAGD	-1
hsa-miR-20a-5p	RUFY2	-1
hsa-miR-20a-5p	SACS	-1
hsa-miR-20a-5p	SALL3	-1
hsa-miR-20a-5p	SAMD12	-1
hsa-miR-20a-5p	SEMA7A	-1
hsa-miR-20a-5p	SPRED1	-1
hsa-miR-20a-5p	STK17B	-1
hsa-miR-20a-5p	TET3	-1
hsa-miR-20a-5p	TGFBR2	-1
hsa-miR-20a-5p	TNFRSF21	-1
hsa-miR-20a-5p	TRIP10	-1
hsa-miR-20a-5p	TXNIP	-1
hsa-miR-20a-5p	U2SURP	-1
hsa-miR-20a-5p	UBXN2A	-1
hsa-miR-20a-5p	USP3	-1
hsa-miR-20a-5p	ZBTB4	-1
hsa-miR-20a-5p	ZBTB7A	-1
hsa-miR-20a-5p	ZC3H12C	-1
hsa-miR-20a-5p	ZFYVE26	-1
hsa-miR-20a-5p	ZFYVE9	-1
hsa-miR-20a-5p	ZNF652	-1
hsa-miR-20a-5p	ZNF800	-1
hsa-miR-20a-5p	ZNFX1	-1
hsa-miR-20b-5p	AAK1	-1
hsa-miR-20b-5p	AKTIP	-1
hsa-miR-20b-5p	ANKIB1	-1
hsa-miR-20b-5p	ANKRD33B	-1
hsa-miR-20b-5p	ANKRD52	-1
hsa-miR-20b-5p	ARHGAP12	-1
hsa-miR-20b-5p	ARID4B	-1
hsa-miR-20b-5p	ATAD2	-1
hsa-miR-20b-5p	ATG16L1	-1
hsa-miR-20b-5p	BNIP2	-1
hsa-miR-20b-5p	BRMS1L	-1
hsa-miR-20b-5p	CAMTA1	-1
hsa-miR-20b-5p	CCND1	-1
hsa-miR-20b-5p	CFL2	-1
hsa-miR-20b-5p	CLOCK	-1
hsa-miR-20b-5p	CMTR2	-1
hsa-miR-20b-5p	CNOT4	-1
hsa-miR-20b-5p	DYNC1LI2	-1
hsa-miR-20b-5p	E2F1	-1
hsa-miR-20b-5p	EFCAB14	-1
hsa-miR-20b-5p	EIF5A2	-1
hsa-miR-20b-5p	ELK4	-1
hsa-miR-20b-5p	EMSY	-1
hsa-miR-20b-5p	ENPP5	-1
hsa-miR-20b-5p	EPHA4	-1
hsa-miR-20b-5p	EZH1	-1
hsa-miR-20b-5p	FAM117B	-1
hsa-miR-20b-5p	FAM126B	-1
hsa-miR-20b-5p	FBXL5	-1
hsa-miR-20b-5p	FCHO2	-1
hsa-miR-20b-5p	FJX1	-1
hsa-miR-20b-5p	FOXJ3	-1
hsa-miR-20b-5p	FRMD6	-1
hsa-miR-20b-5p	FRS2	-1
hsa-miR-20b-5p	FYCO1	-1
hsa-miR-20b-5p	HSPA8	-1
hsa-miR-20b-5p	KCNB1	-1
hsa-miR-20b-5p	KIAA0513	-1
hsa-miR-20b-5p	KLHL28	-1
hsa-miR-20b-5p	KMT2B	-1
hsa-miR-20b-5p	LAPTM4A	-1
hsa-miR-20b-5p	LPGAT1	-1
hsa-miR-20b-5p	MAP3K14	-1
hsa-miR-20b-5p	MAP3K2	-1
hsa-miR-20b-5p	MFSD8	-1
hsa-miR-20b-5p	MKRN1	-1
hsa-miR-20b-5p	NABP1	-1
hsa-miR-20b-5p	NCOA3	-1
hsa-miR-20b-5p	NFAT5	-1
hsa-miR-20b-5p	NPAT	-1
hsa-miR-20b-5p	NR2C2	-1
hsa-miR-20b-5p	PTPN4	-1
hsa-miR-20b-5p	RAB22A	-1
hsa-miR-20b-5p	REEP3	-1
hsa-miR-20b-5p	REST	-1
hsa-miR-20b-5p	RPS6KA5	-1
hsa-miR-20b-5p	RRAGD	-1
hsa-miR-20b-5p	RUFY2	-1
hsa-miR-20b-5p	SACS	-1
hsa-miR-20b-5p	SALL3	-1
hsa-miR-20b-5p	SAMD12	-1
hsa-miR-20b-5p	SEMA7A	-1
hsa-miR-20b-5p	SPRED1	-1
hsa-miR-20b-5p	STK17B	-1
hsa-miR-20b-5p	TET3	-1
hsa-miR-20b-5p	TGFBR2	-1
hsa-miR-20b-5p	TNFRSF21	-1
hsa-miR-20b-5p	TRIP10	-1
hsa-miR-20b-5p	TXNIP	-1
hsa-miR-20b-5p	U2SURP	-1
hsa-miR-20b-5p	USP3	-1
hsa-miR-20b-5p	ZBTB4	-1
hsa-miR-20b-5p	ZBTB7A	-1
hsa-miR-20b-5p	ZC3H12C	-1
hsa-miR-20b-5p	ZFYVE26	-1
hsa-miR-20b-5p	ZFYVE9	-1
hsa-miR-20b-5p	ZNF652	-1
hsa-miR-20b-5p	ZNF800	-1
hsa-miR-20b-5p	ZNFX1	-1
hsa-miR-2110	TRAM1	-1
hsa-miR-2113	B2M	-1
hsa-miR-2113	CCDC6	-1
hsa-miR-2113	DCUN1D3	-1
hsa-miR-2113	ELL2	-1
hsa-miR-2113	HECTD2	-1
hsa-miR-2113	NAA15	-1
hsa-miR-2115-3p	ZMAT3	-1
hsa-miR-211-5p	ACSL4	-1
hsa-miR-211-5p	AP1S2	-1
hsa-miR-211-5p	CREB5	-1
hsa-miR-211-5p	FOXC1	-1
hsa-miR-211-5p	ITPR1	-1
hsa-miR-211-5p	NR3C1	-1
hsa-miR-211-5p	RAB10	-1
hsa-miR-211-5p	RAB22A	-1
hsa-miR-211-5p	SAMD5	-1
hsa-miR-211-5p	TCF12	-1
hsa-miR-211-5p	WWC3	-1
hsa-miR-211-5p	ZCCHC24	-1
hsa-miR-2116-5p	MB21D2	-1
hsa-miR-212-3p	BRWD1	-1
hsa-miR-212-3p	DAZAP2	-1
hsa-miR-212-3p	MAPK1	-1
hsa-miR-212-3p	SGK3	-1
hsa-miR-212-5p	POGZ	-1
