Protein	Protein	Input
IGFBP5	SLC10A6	1
MALL	SLC10A6	1
MGLL	SLC10A6	1
NAT8	SLC10A6	1
NRM	SLC10A6	1
ORMDL1	SLC10A6	1
PEX16	SLC10A6	1
PLLP	SLC10A6	1
PLP1	SLC10A6	1
PQLC1	SLC10A6	1
PSEN1	SLC10A6	1
RNF24	SLC10A6	1
SCD	SLC10A6	1
SERP1	SLC10A6	1
SLC12A7	SLC10A6	1
SLC30A3	SLC10A6	1
SLC35C2	SLC10A6	1
SLC38A1	SLC10A6	1
SLC39A6	SLC10A6	1
SLC39A9	SLC10A6	1
SLC41A1	SLC10A6	1
SLC7A1	SLC10A6	1
STATH	SLC10A6	1
STX12	SLC10A6	1
STX7	SLC10A6	1
SYNGR1	SLC10A6	1
TECR	SLC10A6	1
TF	SLC10A6	1
TMEM128	SLC10A6	1
TMEM14A	SLC10A6	1
TMEM14C	SLC10A6	1
TMEM189-UBE2V1	SLC10A6	1
TMEM50B	SLC10A6	1
TMEM60	SLC10A6	1
TSPAN2	SLC10A6	1
TSPO2	SLC10A6	1
UNC50	SLC10A6	1
VAMP4	SLC10A6	1
YIPF1	SLC10A6	1
YIPF2	SLC10A6	1
ZDHHC15	SLC10A6	1
CNFN	SLC12A4	1
SLC10A1	SLC12A7	1
SLC35C2	SLC12A7	1
TMEM147	SLC12A7	1
PAX6	SLC12A8	1
CISD2	SLC13A3	1
CREB3L1	SLC13A3	1
CYB5R3	SLC13A3	1
ERGIC3	SLC13A3	1
FAM209A	SLC13A3	1
RMDN3	SLC13A3	1
ACKR2	SLC13A4	1
CD79A	SLC13A4	1
CDS1	SLC13A4	1
CERS4	SLC13A4	1
DERL3	SLC13A4	1
EOGT	SLC13A4	1
ERMP1	SLC13A4	1
FCER1G	SLC13A4	1
GIF	SLC13A4	1
GPR61	SLC13A4	1
IER3	SLC13A4	1
IGFBP5	SLC13A4	1
OPRD1	SLC13A4	1
SLC35E4	SLC13A4	1
SLC38A1	SLC13A4	1
SLC41A1	SLC13A4	1
TMEM147	SLC13A4	1
TMEM60	SLC13A4	1
CD79A	SLC13A5	1
GJA8	SLC13A5	1
GOLM1	SLC13A5	1
KLHL20	SLC13A5	1
MDFI	SLC13A5	1
BTN2A2	SLC14A1	1
C1GALT1	SLC14A1	1
MIP	SLC14A1	1
TMEM97	SLC14A1	1
EHHADH	SLC14A2	1
PLP2	SLC14A2	1
SEC22A	SLC14A2	1
TMEM97	SLC14A2	1
ADAM12	SLC15A2	1
ANKS1A	SLC15A2	1
CHRD	SLC15A2	1
ENKD1	SLC15A2	1
FAM46B	SLC15A2	1
KRT34	SLC15A2	1
LMO4	SLC15A2	1
OTX1	SLC15A2	1
PITX1	SLC15A2	1
PLSCR4	SLC15A2	1
VENTX	SLC15A2	1
WDYHV1	SLC15A2	1
HOXA1	SLC15A3	1
GLP1R	SLC15A4	1
AQP6	SLC16A12	1
CD79A	SLC16A12	1
FXYD3	SLC16A12	1
GJA8	SLC16A12	1
AQP6	SLC16A13	1
ATP13A1	SLC16A13	1
BSG	SLC16A13	1
CCNDBP1	SLC16A13	1
CD79A	SLC16A13	1
CREB3L1	SLC16A13	1
FAM210B	SLC16A13	1
GJA8	SLC16A13	1
JPH1	SLC16A13	1
PGRMC2	SLC16A13	1
PTPN9	SLC16A13	1
SHISAL1	SLC16A13	1
SLC10A1	SLC16A13	1
SYNDIG1	SLC16A13	1
TMEM14B	SLC16A13	1
TMEM160	SLC16A13	1
TMEM50B	SLC16A13	1
APOL3	SLC16A2	1
BTN2A2	SLC16A2	1
C3orf52	SLC16A2	1
CCL2	SLC16A2	1
CNIH3	SLC16A2	1
CYB5B	SLC16A2	1
LEPROTL1	SLC16A2	1
PLP1	SLC16A2	1
SLC38A7	SLC16A2	1
SLC39A9	SLC16A2	1
SYNGR1	SLC16A2	1
TMEM254	SLC16A2	1
TMEM60	SLC16A2	1
TSPO2	SLC16A2	1
UNC93B1	SLC16A2	1
UPK1B	SLC16A2	1
VAMP3	SLC16A2	1
VEGFA	SLC16A2	1
GJA8	SLC16A3	1
HDAC7	SLC16A3	1
HPCA	SLC16A3	1
UBQLN1	SLC16A3	1
PSCA	SLC16A4	1
REEP2	SLC16A4	1
TMEM237	SLC16A4	1
HSPB8	SLC16A5	1
MGAT5B	SLC16A5	1
CDIPT	SLC16A7	1
COMT	SLC16A7	1
HMOX1	SLC16A7	1
VAPA	SLC16A7	1
VTI1B	SLC16A7	1
EIF4A2	SLC16A9	1
KLC4	SLC16A9	1
CFHR5	SLC18A2	1
NKG7	SLC18A2	1
SLC7A1	SLC18A2	1
TMEM109	SLC18A2	1
MFF	SLC18A3	1
TMEM189-UBE2V1	SLC18A3	1
CREB3	SLC19A3	1
CYB561	SLC19A3	1
PLPPR2	SLC19A3	1
TMEM14A	SLC19A3	1
C1GALT1	SLC1A1	1
FXYD3	SLC1A1	1
PAGE1	SLC1A1	1
CERS2	SLC22A1	1
PDZK1	SLC22A12	1
RNF167	SLC22A18	1
DTX2	SLC22A18AS	1
FRS3	SLC22A18AS	1
INCA1	SLC22A18AS	1
NRF1	SLC22A18AS	1
TTC19	SLC22A18AS	1
CLCA4	SLC22A23	1
CLN6	SLC22A23	1
CNIH1	SLC22A23	1
ERMP1	SLC22A23	1
GIF	SLC22A23	1
MEOX2	SLC22A23	1
OLFM4	SLC22A23	1
UPK2	SLC22A23	1
WFDC2	SLC22A23	1
EWSR1	SLC22A24	1
PDZK1	SLC22A4	1
KRT27	SLC22A5	1
KRT34	SLC22A5	1
MTUS2	SLC22A5	1
SH3RF1	SLC22A5	1
APPBP2	SLC22A6	1
ADAMTSL4	SLC23A1	1
AHCYL1	SLC23A1	1
HOXA1	SLC23A1	1
KRT31	SLC23A1	1
KRT34	SLC23A1	1
MEOX2	SLC23A1	1
MTUS2	SLC23A1	1
MEOX2	SLC24A5	1
MDFI	SLC25A10	1
RBAK	SLC25A10	1
GOPC	SLC25A18	1
KRTAP13-2	SLC25A18	1
RHBDD2	SLC25A2	1
APPBP2	SLC25A23	1
RHBDD2	SLC25A3	1
MEOX2	SLC25A31	1
BAX	SLC25A4	1
KRT31	SLC25A42	1
KRT34	SLC25A42	1
MTUS2	SLC25A42	1
AQP6	SLC25A46	1
FUNDC1	SLC25A46	1
LEPROTL1	SLC25A46	1
MFSD14B	SLC25A46	1
PQLC1	SLC25A46	1
REEP2	SLC25A46	1
SLC10A1	SLC25A46	1
SLC10A6	SLC25A46	1
SLC7A8	SLC25A46	1
SPCS1	SLC25A46	1
VMA21	SLC25A46	1
ATN1	SLC25A48	1
GUCD1	SLC25A48	1
MID2	SLC25A48	1
MTUS2	SLC25A48	1
TNS2	SLC25A48	1
TRAF1	SLC25A48	1
AP2B1	SLC25A6	1
KRT31	SLC25A6	1
LZTS2	SLC25A6	1
MID2	SLC25A6	1
MTUS2	SLC25A6	1
TEKT4	SLC25A6	1
TRAF1	SLC25A6	1
TRIM23	SLC25A6	1
TRIP6	SLC25A6	1
ST6GAL2	SLC26A1	1
SLC9A3R2	SLC26A3	1
APOL2	SLC26A6	1
AQP2	SLC26A6	1
BET1	SLC26A6	1
CD81	SLC26A6	1
ERG28	SLC26A6	1
LAT	SLC26A6	1
PLP1	SLC26A6	1
SLC26A6	SLC26A6	1
SNORC	SLC26A6	1
TF	SLC26A6	1
TMEM128	SLC26A6	1
TMEM201	SLC26A6	1
FAM46B	SLC27A4	1
CREB3	SLC29A1	1
ALOX5AP	SLC29A2	1
CERS3	SLC29A2	1
CERS4	SLC29A2	1
CREB3	SLC29A2	1
ERGIC3	SLC29A2	1
LAPTM4B	SLC29A2	1
PLPP5	SLC29A2	1
SERINC2	SLC29A2	1
SLC10A1	SLC29A2	1
SLC10A6	SLC29A2	1
TMEM237	SLC29A2	1
TMEM33	SLC29A2	1
UBQLN1	SLC29A2	1
PLP2	SLC2A13	1
ATP6V0B	SLC2A5	1
COMT	SLC2A5	1
PAGE1	SLC2A5	1
TMEM14B	SLC2A6	1
ADAM33	SLC30A2	1
AQP6	SLC30A2	1
ATP13A1	SLC30A2	1
CD40	SLC30A2	1
CD79A	SLC30A2	1
CD99L2	SLC30A2	1
CREB3	SLC30A2	1
CTSA	SLC30A2	1
CYB561D2	SLC30A2	1
EBAG9	SLC30A2	1
EMP3	SLC30A2	1
FFAR2	SLC30A2	1
FXYD3	SLC30A2	1
FXYD6	SLC30A2	1
GALNT15	SLC30A2	1
GPR161	SLC30A2	1
GPR42	SLC30A2	1
GPRC5D	SLC30A2	1
HGFAC	SLC30A2	1
IL10RA	SLC30A2	1
KCNN4	SLC30A2	1
LYVE1	SLC30A2	1
NDUFAF1	SLC30A2	1
NRM	SLC30A2	1
OPRM1	SLC30A2	1
PCNX2	SLC30A2	1
PLPPR1	SLC30A2	1
PVR	SLC30A2	1
SEC22A	SLC30A2	1
SERPING1	SLC30A2	1
SLC10A6	SLC30A2	1
SLC16A2	SLC30A2	1
SLC18A1	SLC30A2	1
SLC38A7	SLC30A2	1
SLC7A1	SLC30A2	1
SLC7A8	SLC30A2	1
TAS2R5	SLC30A2	1
TMEM60	SLC30A2	1
TMEM86A	SLC30A2	1
TNFRSF12A	SLC30A2	1
TSPAN31	SLC30A2	1
YIPF2	SLC30A2	1
CD40	SLC30A3	1
CGRRF1	SLC30A3	1
OCIAD1	SLC30A3	1
SLC35C2	SLC30A3	1
ANK1	SLC30A8	1
AQP6	SLC30A8	1
ARL8B	SLC30A8	1
ATP13A1	SLC30A8	1
BCL2L13	SLC30A8	1
BIK	SLC30A8	1
BSND	SLC30A8	1
C16orf58	SLC30A8	1
CD99L2	SLC30A8	1
CGRRF1	SLC30A8	1
CMTM7	SLC30A8	1
CREB3L1	SLC30A8	1
DERL1	SLC30A8	1
EBP	SLC30A8	1
ELOVL4	SLC30A8	1
ERGIC3	SLC30A8	1
FAM105A	SLC30A8	1
FAM209A	SLC30A8	1
FAM210B	SLC30A8	1
FCER1G	SLC30A8	1
GPR42	SLC30A8	1
GRM2	SLC30A8	1
HMG20A	SLC30A8	1
HMOX2	SLC30A8	1
NKG7	SLC30A8	1
ORMDL1	SLC30A8	1
PCNA	SLC30A8	1
PGRMC2	SLC30A8	1
PKMYT1	SLC30A8	1
REEP6	SLC30A8	1
RELL2	SLC30A8	1
RMDN3	SLC30A8	1
RTN3	SLC30A8	1
SAR1A	SLC30A8	1
SELENOK	SLC30A8	1
SLC18A1	SLC30A8	1
SLC30A3	SLC30A8	1
SPAG4	SLC30A8	1
SYT2	SLC30A8	1
THSD7B	SLC30A8	1
TMEM14B	SLC30A8	1
TMEM237	SLC30A8	1
TMEM9	SLC30A8	1
TSPAN2	SLC30A8	1
VAMP1	SLC30A8	1
YIPF4	SLC30A8	1
ZFYVE27	SLC30A8	1
SLC31A1	SLC31A1	1
GLP1R	SLC31A2	1
AIG1	SLC34A2	1
ERG28	SLC34A2	1
SLC30A3	SLC34A2	1
SLC39A7	SLC34A2	1
TMEM128	SLC34A2	1
TSPO2	SLC34A2	1
CLRN1	SLC34A3	1
GPX8	SLC34A3	1
TMEM234	SLC34A3	1
AQP6	SLC35A1	1
ASGR2	SLC35A1	1
ASZ1	SLC35A1	1
BCL2L13	SLC35A1	1
CD53	SLC35A1	1
CERS4	SLC35A1	1
EBAG9	SLC35A1	1
ERGIC3	SLC35A1	1
F11R	SLC35A1	1
FAM209A	SLC35A1	1
FXYD3	SLC35A1	1
GPX8	SLC35A1	1
MGST3	SLC35A1	1
PIK3IP1	SLC35A1	1
SAR1A	SLC35A1	1
SDC3	SLC35A1	1
SLC1A1	SLC35A1	1
SLC34A2	SLC35A1	1
SYT2	SLC35A1	1
TCTA	SLC35A1	1
SLC35A2	SLC35A3	1
BIK	SLC35A4	1
COMT	SLC35A4	1
CPLX4	SLC35A4	1
CREB3L1	SLC35A4	1
CYB5R3	SLC35A4	1
EBAG9	SLC35A4	1
EBP	SLC35A4	1
ERGIC3	SLC35A4	1
FAM209A	SLC35A4	1
FRMD3	SLC35A4	1
GGT7	SLC35A4	1
GJA8	SLC35A4	1
GPR152	SLC35A4	1
HERPUD2	SLC35A4	1
SCN3B	SLC35A4	1
SLC10A4	SLC35A4	1
SLC13A4	SLC35A4	1
SSMEM1	SLC35A4	1
SYT2	SLC35A4	1
TMEM14B	SLC35A4	1
TMEM154	SLC35A4	1
TMEM237	SLC35A4	1
TMEM52B	SLC35A4	1
YIPF4	SLC35A4	1
FKBP8	SLC35A5	1
AQP6	SLC35B1	1
CD74	SLC35B1	1
CD79A	SLC35B1	1
FKBP8	SLC35B1	1
FXYD3	SLC35B1	1
PTPN5	SLC35B1	1
VAPA	SLC35B1	1
VSIR	SLC35B1	1
AQP6	SLC35B2	1
CD69	SLC35B2	1
CLDN15	SLC35B2	1
CYB5R3	SLC35B2	1
ERGIC3	SLC35B2	1
GOLM1	SLC35B2	1
RNF170	SLC35B2	1
SHISAL1	SLC35B2	1
TEX29	SLC35B2	1
TMEM237	SLC35B2	1
TMEM248	SLC35B2	1
AQP6	SLC35B4	1
CCDC155	SLC35B4	1
CD79A	SLC35B4	1
CISD2	SLC35B4	1
CLDN5	SLC35B4	1
CPLX4	SLC35B4	1
CREB3L1	SLC35B4	1
EBAG9	SLC35B4	1
ERGIC3	SLC35B4	1
ERP29	SLC35B4	1
FAM209A	SLC35B4	1
FAM210B	SLC35B4	1
FFAR2	SLC35B4	1
GPR152	SLC35B4	1
GPX8	SLC35B4	1
HSD17B13	SLC35B4	1
LHFPL5	SLC35B4	1
MMGT1	SLC35B4	1
MUC1	SLC35B4	1
PDZK1IP1	SLC35B4	1
PVR	SLC35B4	1
RHBDL2	SLC35B4	1
SCARA5	SLC35B4	1
SLC18A1	SLC35B4	1
STOM	SLC35B4	1
TBXA2R	SLC35B4	1
TMEM130	SLC35B4	1
TMEM237	SLC35B4	1
TMEM52B	SLC35B4	1
TYROBP	SLC35B4	1
VSIR	SLC35B4	1
AGPAT4	SLC35C2	1
CYB561	SLC35C2	1
FDFT1	SLC35C2	1
PQLC2	SLC35C2	1
ADAM33	SLC35E2	1
CLCA4	SLC35E2	1
PLP1	SLC35E2	1
BCL2L2	SLC35E3	1
BIK	SLC35E3	1
BNIP2	SLC35E3	1
C16orf58	SLC35E3	1
C4orf3	SLC35E3	1
CSGALNACT2	SLC35E3	1
FAM209A	SLC35E3	1
FFAR2	SLC35E3	1
FXYD6	SLC35E3	1
GPR25	SLC35E3	1
LNPEP	SLC35E3	1
PLP1	SLC35E3	1
PQLC1	SLC35E3	1
SELENOK	SLC35E3	1
SPG21	SLC35E3	1
SSMEM1	SLC35E3	1
TMEM14B	SLC35E3	1
TMEM234	SLC35E3	1
TMEM60	SLC35E3	1
TTPA	SLC35E3	1
AQP6	SLC35E4	1
AQP6	SLC35F1	1
COMT	SLC35F1	1
GJA8	SLC35F1	1
SLC35C2	SLC35F1	1
TMEM14B	SLC35F1	1
TUSC5	SLC35F1	1
AQP6	SLC35F6	1
CBARP	SLC35F6	1
CERS4	SLC35F6	1
FOLR1	SLC35F6	1
GJA8	SLC35F6	1
GPR152	SLC35F6	1
TIMMDC1	SLC35F6	1
TMEM14B	SLC35F6	1
EBP	SLC35G1	1
FAM210B	SLC35G1	1
SLC18A1	SLC35G1	1
TMEM14B	SLC35G1	1
TMEM237	SLC35G1	1
YIPF1	SLC35G1	1
AQP6	SLC35G2	1
FAM209A	SLC35G2	1
FCER1G	SLC35G2	1
SLC10A6	SLC35G2	1
BCL2L13	SLC35G5	1
BIK	SLC37A4	1
AQP6	SLC38A1	1
CD79A	SLC38A1	1
CREB3	SLC38A1	1
PMP22	SLC38A1	1
SLC10A1	SLC38A1	1
GJA8	SLC38A4	1
CREB3L3	SLC38A7	1
CYB561	SLC38A7	1
CYB5R3	SLC38A7	1
ERP29	SLC38A7	1
FKBP7	SLC38A7	1
SAR1A	SLC38A7	1
SLC10A1	SLC38A7	1
SLC18A1	SLC38A7	1
SLC23A2	SLC38A7	1
SLC6A15	SLC38A7	1
COMT	SLC39A1	1
CXCL9	SLC39A1	1
CYB561	SLC39A1	1
TMEM60	SLC39A1	1
CD40	SLC39A13	1
CREB3	SLC39A13	1
PGRMC2	SLC39A13	1
REL	SLC39A13	1
SLC16A2	SLC39A13	1
SEPTIN3	SLC39A14	1
AQP6	SLC39A2	1
BCL2L2	SLC39A2	1
BTN2A2	SLC39A2	1
C3orf52	SLC39A2	1
C4orf3	SLC39A2	1
CD79A	SLC39A2	1
CLCA4	SLC39A2	1
COMT	SLC39A2	1
CREB3L1	SLC39A2	1
CYB561	SLC39A2	1
EHHADH	SLC39A2	1
EMC6	SLC39A2	1
FCER1G	SLC39A2	1
FXYD3	SLC39A2	1
FXYD6	SLC39A2	1
FZD7	SLC39A2	1
GJA8	SLC39A2	1
GPR42	SLC39A2	1
MFSD6	SLC39A2	1
NRM	SLC39A2	1
PQLC2	SLC39A2	1
SEC22A	SLC39A2	1
SLC18A1	SLC39A2	1
SLC30A2	SLC39A2	1
SLC30A8	SLC39A2	1
SLC39A9	SLC39A2	1
SLC7A1	SLC39A2	1
SSMEM1	SLC39A2	1
ST6GAL2	SLC39A2	1
STATH	SLC39A2	1
TMEM14B	SLC39A2	1
TMEM237	SLC39A2	1
TMEM54	SLC39A2	1
TMEM60	SLC39A2	1
TMEM86A	SLC39A2	1
UPK1B	SLC39A2	1
YIPF2	SLC39A3	1
BCL2L2	SLC39A6	1
AQP6	SLC39A7	1
BIK	SLC39A7	1
CLCA4	SLC39A7	1
CSNK2A1	SLC39A7	1
RGS17	SLC39A7	1
ELOVL5	SLC39A9	1
EBP	SLC3A2	1
FAM57A	SLC3A2	1
FN1	SLC3A2	1
SLC7A11	SLC3A2	1
SLC7A8	SLC3A2	1
AQP6	SLC41A1	1
AVPR2	SLC41A1	1
CD79A	SLC41A1	1
CLN5	SLC41A1	1
ERGIC3	SLC41A1	1
FFAR2	SLC41A1	1
GPR42	SLC41A1	1
OPRM1	SLC41A1	1
SLC10A1	SLC41A1	1
SLC23A2	SLC41A1	1
SYNDIG1	SLC41A1	1
TBXA2R	SLC41A1	1
TMEM248	SLC41A1	1
AQP6	SLC41A2	1
CD79A	SLC41A2	1
CLN5	SLC41A2	1
CREB3	SLC41A2	1
ERGIC3	SLC41A2	1
GPR42	SLC41A2	1
HHLA2	SLC41A2	1
IGFBP5	SLC41A2	1
IL27RA	SLC41A2	1
LYVE1	SLC41A2	1
PVR	SLC41A2	1
SLC6A15	SLC41A2	1
CREB3	SLC41A3	1
SUFU	SLC41A3	1
TSPO2	SLC41A3	1
BACH2	SLC43A1	1
ABHD5	SLC44A3	1
IMPA2	SLC44A3	1
CD79A	SLC46A3	1
FXYD6	SLC47A1	1
COMT	SLC48A1	1
EBP	SLC48A1	1
LAMP1	SLC48A1	1
MEOX2	SLC48A1	1
TMEM14B	SLC48A1	1
TMEM159	SLC48A1	1
UNC93A	SLC48A1	1
CREB3	SLC49A3	1
ERGIC3	SLC49A3	1
SLC4A1	SLC4A1AP	1
USH1C	SLC4A7	1
CREB3	SLC50A1	1
MTERF3	SLC50A1	1
SDCBP	SLC50A1	1
SMG9	SLC50A1	1
ATXN1	SLC51A	1
CYB5R1	SLC51B	1
ETNK1	SLC51B	1
AQP6	SLC52A1	1
GJA8	SLC52A1	1
CDC23	SLC52A2	1
FAM209A	SLC52A2	1
KPNA3	SLC5A11	1
CD79A	SLC6A12	1
BNIP3	SLC6A17	1
PICK1	SLC6A2	1
ADAMTSL4	SLC6A20	1
PICK1	SLC6A3	1
TGFB1I1	SLC6A3	1
ADGRB3	SLC7A1	1
AQP6	SLC7A1	1
CD40	SLC7A1	1
CD79A	SLC7A1	1
CDIPT	SLC7A1	1
CERS4	SLC7A1	1
COMT	SLC7A1	1
EMC6	SLC7A1	1
GALNT15	SLC7A1	1
GIF	SLC7A1	1
HERPUD2	SLC7A1	1
LEPROTL1	SLC7A1	1
NUCB2	SLC7A1	1
SEC23A	SLC7A1	1
SLC39A9	SLC7A1	1
SLC52A1	SLC7A1	1
TMEM14A	SLC7A1	1
TMEM19	SLC7A1	1
TSPO2	SLC7A1	1
YIPF4	SLC7A1	1
APPBP2	SLC7A10	1
SLC10A1	SLC7A3	1
TMEM237	SLC7A3	1
AGPAT4	SLC7A8	1
AQP6	SLC7A8	1
YIPF1	SLC7A8	1
TESC	SLC9A1	1
APPBP2	SLC9A3R1	1
CFTR	SLC9A3R1	1
DLGAP4	SLC9A3R1	1
EZR	SLC9A3R1	1
PAG1	SLC9A3R1	1
SLC9A3R1	SLC9A3R1	1
CFTR	SLC9A3R2	1
IFNGR1	SLC9A6	1
MEOX2	SLC9A8	1
AQP6	SLCO3A1	1
C4orf3	SLCO3A1	1
GOLM1	SLCO3A1	1
TRIM14	SLF2	1
NDUFAB1	SLIRP	1
PICK1	SLIRP	1
ADAMTSL4	SLIT1	1
CHRDL2	SLIT1	1
FHL5	SLIT1	1
HOXA1	SLIT1	1
KRTAP13-2	SLIT1	1
MEOX2	SLIT1	1
TRIM42	SLIT1	1
ZNF620	SLIT1	1
SLIT2	SLIT2	1
SLK	SLK	1
OPTN	SLMAP	1
STK3	SLMAP	1
STK4	SLMAP	1
CCDC155	SLN	1
TMEM79	SLN	1
EFEMP1	SLPI	1
HOXA1	SLPI	1
SGTA	SLPI	1
AIMP2	SLU7	1
CEP70	SLU7	1
DEF6	SLU7	1
LONRF1	SLU7	1
LZTS2	SLU7	1
NSD3	SLU7	1
PIBF1	SLU7	1
PRPF3	SLU7	1
SF3B2	SLU7	1
THAP1	SLU7	1
ERCC1	SLX4	1
ERCC4	SLX4	1
MSH2	SLX4	1
MUS81	SLX4	1
PLK1	SLX4	1
SLX1A	SLX4	1
SLX1B	SLX4	1
SLX4IP	SLX4	1
TERF2	SLX4	1
AR	SMAD1	1
BMPR1A	SMAD1	1
EPN2	SMAD1	1
GSK3B	SMAD1	1
HOXC8	SMAD1	1
NEDD4	SMAD1	1
NEDD9	SMAD1	1
PIAS4	SMAD1	1
PSMB4	SMAD1	1
SMAD1	SMAD1	1
SMAD3	SMAD1	1
SMAD4	SMAD1	1
SMAD6	SMAD1	1
SMURF2	SMAD1	1
STUB1	SMAD1	1
WDR77	SMAD1	1
YAP1	SMAD1	1
ZEB2	SMAD1	1
AKT1	SMAD2	1
ANK3	SMAD2	1
ANP32B	SMAD2	1
ANP32E	SMAD2	1
ATP5ME	SMAD2	1
CREBBP	SMAD2	1
EP300	SMAD2	1
FOXH1	SMAD2	1
INSR	SMAD2	1
LEMD3	SMAD2	1
MYC	SMAD2	1
NEDD4L	SMAD2	1
NEFM	SMAD2	1
PIAS4	SMAD2	1
PTMS	SMAD2	1
RHOA	SMAD2	1
SKI	SMAD2	1
SKIL	SMAD2	1
SMAD1	SMAD2	1
SMAD2	SMAD2	1
SMAD3	SMAD2	1
SMAD4	SMAD2	1
SMARCC1	SMAD2	1
SMURF2	SMAD2	1
SNW1	SMAD2	1
SOD1	SMAD2	1
SYT1	SMAD2	1
TP53	SMAD2	1
TUBA1B	SMAD2	1
ZFYVE9	SMAD2	1
AES	SMAD3	1
AKT1	SMAD3	1
ATF2	SMAD3	1
BLZF1	SMAD3	1
CCDC198	SMAD3	1
CCDC33	SMAD3	1
CDC25A	SMAD3	1
CDK2	SMAD3	1
CDK4	SMAD3	1
CHRD	SMAD3	1
CPSF7	SMAD3	1
CREBBP	SMAD3	1
DEDD	SMAD3	1
EP300	SMAD3	1
EPAS1	SMAD3	1
FOXH1	SMAD3	1
HDAC1	SMAD3	1
HIVEP1	SMAD3	1
MAX	SMAD3	1
MEOX2	SMAD3	1
MYC	SMAD3	1
NEDD4	SMAD3	1
NEDD9	SMAD3	1
PCK2	SMAD3	1
PHC2	SMAD3	1
PIAS4	SMAD3	1
PIN1	SMAD3	1
PPP1R12C	SMAD3	1
PSMB1	SMAD3	1
RBX1	SMAD3	1
RNF31	SMAD3	1
SKI	SMAD3	1
SKIL	SMAD3	1
SMAD3	SMAD3	1
SMAD4	SMAD3	1
SMAD7	SMAD3	1
SMURF2	SMAD3	1
SNW1	SMAD3	1
SQSTM1	SMAD3	1
TEKT4	SMAD3	1
TSC22D4	SMAD3	1
VDR	SMAD3	1
WWP1	SMAD3	1
ZC3H12A	SMAD3	1
ZFYVE9	SMAD3	1
AES	SMAD4	1
ATF2	SMAD4	1
COPS5	SMAD4	1
NLK	SMAD4	1
PIAS1	SMAD4	1
PIAS4	SMAD4	1
SKIL	SMAD4	1
SMAD4	SMAD4	1
SMAD5	SMAD4	1
SMAD9	SMAD4	1
UBE2I	SMAD4	1
EP300	SMAD5	1
POU6F2	SMAD5	1
SMURF2	SMAD5	1
HOXC8	SMAD6	1
PIAS4	SMAD6	1
SMAD7	SMAD6	1
SMURF2	SMAD6	1
STAMBP	SMAD6	1
NEDD4L	SMAD7	1
PPP1R15A	SMAD7	1
KDM1A	SMAD9	1
APH1A	SMAGP	1
AQP6	SMAGP	1
ARL13B	SMAGP	1
ATP1B3	SMAGP	1
CD53	SMAGP	1
EBP	SMAGP	1
ERGIC3	SMAGP	1
FFAR2	SMAGP	1
GPX8	SMAGP	1
MFSD14B	SMAGP	1
OPRD1	SMAGP	1
OPRM1	SMAGP	1
PLPPR2	SMAGP	1
REEP4	SMAGP	1
SERINC2	SMAGP	1
SGTA	SMAGP	1
SLC10A6	SMAGP	1
SLC16A7	SMAGP	1
SPACA1	SMAGP	1
SUSD3	SMAGP	1
TMEM106C	SMAGP	1
TMEM14B	SMAGP	1
TMEM205	SMAGP	1
TMEM234	SMAGP	1
TMEM45B	SMAGP	1
TMEM56	SMAGP	1
UPK2	SMAGP	1
CRX	SMAP1	1
NFYC	SMAP1	1
SMAP2	SMAP1	1
FAM168A	SMAP2	1
ARID1A	SMARCA4	1
ARID1B	SMARCA4	1
CBX5	SMARCA4	1
CHD4	SMARCA4	1
ESR1	SMARCA4	1
HSPB1	SMARCA4	1
PCNA	SMARCAD1	1
RPA2	SMARCAL1	1
KMT2C	SMARCB1	1
PSMB1	SMARCB1	1
SMARCD1	SMARCB1	1
ADAMTSL4	SMARCC1	1
CFP	SMARCC1	1
CIDEB	SMARCC1	1
GLRX3	SMARCC1	1
GSTO2	SMARCC1	1
LRP2BP	SMARCC1	1
MGAT5B	SMARCC1	1
NCOA1	SMARCC1	1
OTX1	SMARCC1	1
PPIP5K2	SMARCC1	1
PTH1R	SMARCC1	1
SLC15A2	SMARCC1	1
TRIM42	SMARCC1	1
ZNF581	SMARCC1	1
SMARCB1	SMARCC2	1
FAM136A	SMARCD1	1
UNKL	SMARCD2	1
GRIPAP1	SMARCE1	1
IFT88	SMARCE1	1
RALBP1	SMARCE1	1
KIFAP3	SMC3	1
MXD1	SMC3	1
DISC1	SMC5	1
SMC6	SMC5	1
FNDC8	SMCO1	1
MAPK9	SMCO3	1
PSMA6	SMCO3	1
AQP6	SMCO4	1
BNIP3L	SMCO4	1
CCDC155	SMCO4	1
CD79A	SMCO4	1
CLEC10A	SMCO4	1
CLTRN	SMCO4	1
CREB3L1	SMCO4	1
EBP	SMCO4	1
ERGIC3	SMCO4	1
FAM209A	SMCO4	1
FAM210B	SMCO4	1
FFAR2	SMCO4	1
GJA8	SMCO4	1
GPA33	SMCO4	1
GPR42	SMCO4	1
HHLA2	SMCO4	1
ICAM3	SMCO4	1
IL10RA	SMCO4	1
KCNK5	SMCO4	1
LEPROTL1	SMCO4	1
M6PR	SMCO4	1
MGST3	SMCO4	1
MS4A3	SMCO4	1
PEX12	SMCO4	1
PLD3	SMCO4	1
PTGES	SMCO4	1
RETREG3	SMCO4	1
SLC16A2	SMCO4	1
SLC18A1	SMCO4	1
SLC35C2	SMCO4	1
SLC41A3	SMCO4	1
SLC7A1	SMCO4	1
