Pathway	Gene	Input
ECM-receptor interaction	ITGA2	1
ECM-receptor interaction	ITGA2B	1
ECM-receptor interaction	ITGA3	1
ECM-receptor interaction	ITGA4	1
ECM-receptor interaction	ITGA5	1
ECM-receptor interaction	ITGA6	1
ECM-receptor interaction	ITGA7	1
ECM-receptor interaction	ITGA8	1
ECM-receptor interaction	ITGA9	1
ECM-receptor interaction	ITGA10	1
ECM-receptor interaction	ITGA11	1
ECM-receptor interaction	ITGAV	1
ECM-receptor interaction	ITGB1	1
ECM-receptor interaction	ITGB3	1
ECM-receptor interaction	ITGB4	1
ECM-receptor interaction	ITGB5	1
ECM-receptor interaction	ITGB6	1
ECM-receptor interaction	ITGB7	1
ECM-receptor interaction	ITGB8	1
ECM-receptor interaction	CD44	1
ECM-receptor interaction	SDC1	1
ECM-receptor interaction	SDC4	1
ECM-receptor interaction	SV2C	1
ECM-receptor interaction	SV2B	1
ECM-receptor interaction	SV2A	1
ECM-receptor interaction	CD36	1
ECM-receptor interaction	GP5	1
ECM-receptor interaction	GP1BA	1
ECM-receptor interaction	GP1BB	1
ECM-receptor interaction	GP9	1
ECM-receptor interaction	GP6	1
ECM-receptor interaction	DAG1	1
ECM-receptor interaction	CD47	1
ECM-receptor interaction	HMMR	1
Cell adhesion molecules	CD58	1
Cell adhesion molecules	CD2	1
Cell adhesion molecules	VSIR	1
Cell adhesion molecules	IGSF11	1
Cell adhesion molecules	CD80	1
Cell adhesion molecules	CD274	1
Cell adhesion molecules	CD28	1
Cell adhesion molecules	CD86	1
Cell adhesion molecules	CTLA4	1
Cell adhesion molecules	ICOSLG	1
Cell adhesion molecules	ICOS	1
Cell adhesion molecules	ICOS	1
Cell adhesion molecules	HLA-DMA	1
Cell adhesion molecules	HLA-DMB	1
Cell adhesion molecules	HLA-DOA	1
Cell adhesion molecules	HLA-DOB	1
Cell adhesion molecules	HLA-DPA1	1
Cell adhesion molecules	HLA-DPB1	1
Cell adhesion molecules	HLA-DQA1	1
Cell adhesion molecules	HLA-DQA2	1
Cell adhesion molecules	HLA-DQB1	1
Cell adhesion molecules	HLA-DRA	1
Cell adhesion molecules	HLA-DRB1	1
Cell adhesion molecules	HLA-DRB3	1
Cell adhesion molecules	HLA-DRB4	1
Cell adhesion molecules	HLA-DRB5	1
Cell adhesion molecules	CD4	1
Cell adhesion molecules	HLA-A	1
Cell adhesion molecules	HLA-B	1
Cell adhesion molecules	HLA-C	1
Cell adhesion molecules	HLA-F	1
Cell adhesion molecules	HLA-G	1
Cell adhesion molecules	HLA-E	1
Cell adhesion molecules	CD8A	1
Cell adhesion molecules	CD8B	1
Cell adhesion molecules	CD8B2	1
Cell adhesion molecules	PDCD1LG2	1
Cell adhesion molecules	CD276	1
Cell adhesion molecules	VTCN1	1
Cell adhesion molecules	PDCD1	1
Cell adhesion molecules	CD40	1
Cell adhesion molecules	CD40LG	1
Cell adhesion molecules	ALCAM	1
Cell adhesion molecules	CD6	1
Cell adhesion molecules	PVR	1
Cell adhesion molecules	CD226	1
Cell adhesion molecules	NECTIN2	1
Cell adhesion molecules	TIGIT	1
Cell adhesion molecules	ITGAL	1
Cell adhesion molecules	ITGB2	1
Cell adhesion molecules	ICAM1	1
Cell adhesion molecules	ICAM2	1
Cell adhesion molecules	ICAM3	1
Cell adhesion molecules	CD22	1
Cell adhesion molecules	PTPRC	1
Cell adhesion molecules	SIGLEC1	1
Cell adhesion molecules	SPN	1
Cell adhesion molecules	NECTIN3	1
Cell adhesion molecules	CLDN4	1
Cell adhesion molecules	CLDN3	1
Cell adhesion molecules	CLDN7	1
Cell adhesion molecules	CLDN19	1
Cell adhesion molecules	CLDN16	1
Cell adhesion molecules	CLDN14	1
Cell adhesion molecules	CLDN15	1
Cell adhesion molecules	CLDN17	1
Cell adhesion molecules	CLDN20	1
Cell adhesion molecules	CLDN11	1
Cell adhesion molecules	CLDN18	1
Cell adhesion molecules	CLDN22	1
Cell adhesion molecules	CLDN5	1
Cell adhesion molecules	CLDN10	1
Cell adhesion molecules	CLDN8	1
Cell adhesion molecules	CLDN6	1
Cell adhesion molecules	CLDN2	1
Cell adhesion molecules	CLDN1	1
Cell adhesion molecules	CLDN9	1
Cell adhesion molecules	CLDN23	1
Cell adhesion molecules	CLDN34	1
Cell adhesion molecules	CLDN25	1
Cell adhesion molecules	CLDN24	1
Cell adhesion molecules	OCLN	1
Cell adhesion molecules	F11R	1
Cell adhesion molecules	JAM2	1
Cell adhesion molecules	JAM3	1
Cell adhesion molecules	ESAM	1
Cell adhesion molecules	CDH5	1
Cell adhesion molecules	PECAM1	1
Cell adhesion molecules	CD99	1
Cell adhesion molecules	CD99L2	1
Cell adhesion molecules	ITGAM	1
Cell adhesion molecules	SELPLG	1
Cell adhesion molecules	SELP	1
Cell adhesion molecules	ITGA4	1
Cell adhesion molecules	ITGB1	1
Cell adhesion molecules	ITGA9	1
Cell adhesion molecules	VCAM1	1
Cell adhesion molecules	ITGB7	1
Cell adhesion molecules	MADCAM1	1
Cell adhesion molecules	SELL	1
Cell adhesion molecules	CD34	1
Cell adhesion molecules	GLG1	1
Cell adhesion molecules	SELE	1
Cell adhesion molecules	NECTIN1	1
Cell adhesion molecules	CDH2	1
Cell adhesion molecules	NCAM1	1
Cell adhesion molecules	NCAM2	1
Cell adhesion molecules	L1CAM	1
Cell adhesion molecules	CADM1	1
Cell adhesion molecules	NEGR1	1
Cell adhesion molecules	NTNG1	1
Cell adhesion molecules	LRRC4C	1
Cell adhesion molecules	NTNG2	1
Cell adhesion molecules	LRRC4	1
Cell adhesion molecules	PTPRF	1
Cell adhesion molecules	LRRC4B	1
Cell adhesion molecules	SDC1	1
Cell adhesion molecules	SDC2	1
Cell adhesion molecules	SDC3	1
Cell adhesion molecules	SDC4	1
Cell adhesion molecules	ITGAV	1
Cell adhesion molecules	ITGB8	1
Cell adhesion molecules	ITGA8	1
Cell adhesion molecules	NRXN1	1
Cell adhesion molecules	NRXN2	1
Cell adhesion molecules	NRXN3	1
Cell adhesion molecules	NLGN1	1
Cell adhesion molecules	NLGN2	1
Cell adhesion molecules	NLGN3	1
Cell adhesion molecules	NLGN4X	1
Cell adhesion molecules	NLGN4Y	1
Cell adhesion molecules	CADM3	1
Cell adhesion molecules	NRCAM	1
Cell adhesion molecules	CNTN1	1
Cell adhesion molecules	PTPRM	1
Cell adhesion molecules	CNTN2	1
Cell adhesion molecules	NFASC	1
Cell adhesion molecules	CNTNAP1	1
Cell adhesion molecules	CNTNAP2	1
Cell adhesion molecules	MPZ	1
Cell adhesion molecules	MPZL1	1
Cell adhesion molecules	MAG	1
Cell adhesion molecules	CDH1	1
Cell adhesion molecules	VCAN	1
Cell adhesion molecules	ITGA6	1
Cell adhesion molecules	CDH3	1
Cell adhesion molecules	CDH4	1
Cell adhesion molecules	CDH15	1
Cell adhesion molecules	NEO1	1
Endocytosis	ARF6	1
Endocytosis	PIP5K1C	1
Endocytosis	PIP5K1A	1
Endocytosis	PIP5K1B	1
Endocytosis	PIP5KL1	1
Endocytosis	PLD1	1
Endocytosis	PLD2	1
Endocytosis	DNM1	1
Endocytosis	DNM3	1
Endocytosis	DNM2	1
Endocytosis	CLTA	1
Endocytosis	CLTB	1
Endocytosis	CLTC	1
Endocytosis	CLTCL1	1
Endocytosis	AP2A2	1
Endocytosis	AP2A1	1
Endocytosis	AP2B1	1
Endocytosis	AP2M1	1
Endocytosis	AP2S1	1
Endocytosis	EHD2	1
Endocytosis	TGFBR1	1
Endocytosis	TGFBR2	1
Endocytosis	ZFYVE9	1
Endocytosis	ZFYVE16	1
Endocytosis	PML	1
Endocytosis	SMAD2	1
Endocytosis	SMAD3	1
Endocytosis	TFRC	1
Endocytosis	EGFR	1
Endocytosis	PDGFRA	1
Endocytosis	FGFR2	1
Endocytosis	FGFR3	1
Endocytosis	FGFR4	1
Endocytosis	IGF1R	1
Endocytosis	CBL	1
Endocytosis	CBLB	1
Endocytosis	CBLC	1
Endocytosis	SH3KBP1	1
Endocytosis	SH3GL3	1
Endocytosis	SH3GL2	1
Endocytosis	SH3GL1	1
Endocytosis	SH3GLB1	1
Endocytosis	SH3GLB2	1
Endocytosis	AMPH	1
Endocytosis	BIN1	1
Endocytosis	EPN1	1
Endocytosis	EPN3	1
Endocytosis	EPN2	1
Endocytosis	EPS15	1
Endocytosis	EPS15L1	1
Endocytosis	SPART	1
Endocytosis	NEDD4	1
Endocytosis	NEDD4L	1
Endocytosis	MDM2	1
Endocytosis	TRAF6	1
Endocytosis	RNF41	1
Endocytosis	ITCH	1
Endocytosis	SMURF1	1
Endocytosis	SMURF2	1
Endocytosis	WWP1	1
Endocytosis	LDLR	1
Endocytosis	LDLRAP1	1
Endocytosis	DAB2	1
Endocytosis	CCR5	1
Endocytosis	CXCR1	1
Endocytosis	CXCR2	1
Endocytosis	CXCR4	1
Endocytosis	GRK7	1
Endocytosis	GRK1	1
Endocytosis	GRK2	1
Endocytosis	GRK3	1
Endocytosis	GRK4	1
Endocytosis	GRK5	1
Endocytosis	GRK6	1
Endocytosis	ARRB1	1
Endocytosis	ARRB2	1
Endocytosis	WASL	1
Endocytosis	ACTR2	1
Endocytosis	ACTR3B	1
Endocytosis	ACTR3C	1
Endocytosis	ACTR3	1
Endocytosis	ARPC1B	1
Endocytosis	ARPC1A	1
Endocytosis	ARPC2	1
Endocytosis	ARPC3	1
Endocytosis	ARPC4	1
Endocytosis	ARPC5	1
Endocytosis	ARPC5L	1
Endocytosis	WIPF2	1
Endocytosis	WIPF1	1
Endocytosis	WIPF3	1
Endocytosis	HSPA8	1
Endocytosis	HSPA1A	1
Endocytosis	HSPA2	1
Endocytosis	HSPA1L	1
Endocytosis	HSPA1B	1
Endocytosis	HSPA6	1
Endocytosis	DNAJC6	1
Endocytosis	WASHC4	1
Endocytosis	WASHC5	1
Endocytosis	WASHC2C	1
Endocytosis	WASHC2A	1
Endocytosis	WASHC1	1
Endocytosis	WASHC3	1
Endocytosis	CAPZA1	1
Endocytosis	CAPZA2	1
Endocytosis	CAPZA3	1
Endocytosis	CAPZB	1
Endocytosis	VPS29	1
Endocytosis	VPS26B	1
Endocytosis	VPS26A	1
Endocytosis	VPS35	1
Endocytosis	SNX12	1
Endocytosis	SNX3	1
Endocytosis	USP8	1
Endocytosis	STAMBP	1
Endocytosis	RAB7A	1
Endocytosis	HGS	1
Endocytosis	STAM2	1
Endocytosis	STAM	1
Endocytosis	TSG101	1
Endocytosis	MVB12A	1
Endocytosis	MVB12B	1
Endocytosis	VPS28	1
Endocytosis	VPS37D	1
Endocytosis	VPS37A	1
Endocytosis	VPS37B	1
Endocytosis	VPS37C	1
Endocytosis	SNF8	1
Endocytosis	VPS36	1
Endocytosis	VPS25	1
Endocytosis	CHMP6	1
Endocytosis	CHMP4C	1
Endocytosis	CHMP4B	1
Endocytosis	CHMP4A	1
Endocytosis	CHMP3	1
Endocytosis	RNF103-CHMP3	1
Endocytosis	CHMP2A	1
Endocytosis	CHMP2B	1
Endocytosis	CHMP7	1
Endocytosis	VPS4B	1
Endocytosis	VPS4A	1
Endocytosis	VTA1	1
Endocytosis	CHMP1B	1
Endocytosis	CHMP1A	1
Endocytosis	CHMP5	1
Endocytosis	IST1	1
Endocytosis	PDCD6IP	1
Endocytosis	SPG21	1
Endocytosis	IGF2R	1
Endocytosis	SNX1	1
Endocytosis	SNX2	1
Endocytosis	SNX32	1
Endocytosis	SNX5	1
Endocytosis	SNX6	1
Endocytosis	SRC	1
Endocytosis	HRAS	1
Endocytosis	IL2RA	1
Endocytosis	IL2RB	1
Endocytosis	IL2RG	1
Endocytosis	RHOA	1
Endocytosis	HLA-A	1
Endocytosis	HLA-B	1
Endocytosis	HLA-C	1
Endocytosis	HLA-F	1
Endocytosis	HLA-G	1
Endocytosis	HLA-E	1
Endocytosis	FOLR1	1
Endocytosis	FOLR2	1
Endocytosis	FOLR3	1
Endocytosis	IZUMO1R	1
Endocytosis	CAV1	1
Endocytosis	CAV2	1
Endocytosis	CAV3	1
Endocytosis	EHD3	1
Endocytosis	EHD4	1
Endocytosis	EEA1	1
Endocytosis	RAB5A	1
Endocytosis	RAB5B	1
Endocytosis	RAB5C	1
Endocytosis	RABEP1	1
Endocytosis	RBSN	1
Endocytosis	RAB4A	1
Endocytosis	RUFY1	1
Endocytosis	EHD1	1
Endocytosis	VPS45	1
Endocytosis	SNX4	1
Endocytosis	RAB22A	1
Endocytosis	RAB31	1
Endocytosis	RAB10	1
Endocytosis	RAB8A	1
Endocytosis	RAB35	1
Endocytosis	RAB11A	1
Endocytosis	RAB11B	1
Endocytosis	RAB11FIP2	1
Endocytosis	RAB11FIP1	1
Endocytosis	RAB11FIP5	1
Endocytosis	ZFYVE27	1
Endocytosis	KIF5A	1
Endocytosis	KIF5B	1
Endocytosis	KIF5C	1
Endocytosis	RAB11FIP4	1
Endocytosis	RAB11FIP3	1
Endocytosis	PARD3	1
Endocytosis	PARD6A	1
Endocytosis	PARD6G	1
Endocytosis	PARD6B	1
Endocytosis	PRKCZ	1
Endocytosis	PRKCI	1
Endocytosis	CDC42	1
Endocytosis	SMAP2	1
Endocytosis	SMAP1	1
Endocytosis	GIT1	1
Endocytosis	GIT2	1
Endocytosis	ASAP1	1
Endocytosis	ASAP3	1
Endocytosis	ASAP2	1
Endocytosis	ACAP3	1
Endocytosis	ACAP2	1
Endocytosis	ACAP1	1
Endocytosis	ARAP1	1
Endocytosis	ARAP2	1
Endocytosis	ARAP3	1
Endocytosis	AGAP1	1
Endocytosis	AGAP3	1
Endocytosis	AGAP4	1
Endocytosis	AGAP6	1
Endocytosis	AGAP9	1
Endocytosis	AGAP5	1
Endocytosis	AGAP2	1
Endocytosis	ARFGAP1	1
Endocytosis	ARFGAP3	1
Endocytosis	ARFGAP2	1
Endocytosis	PSD3	1
Endocytosis	PSD4	1
Endocytosis	PSD	1
Endocytosis	PSD2	1
Endocytosis	IQSEC2	1
Endocytosis	IQSEC1	1
Endocytosis	IQSEC3	1
Endocytosis	CYTH3	1
Endocytosis	CYTH4	1
Endocytosis	CYTH2	1
Endocytosis	CYTH1	1
Endocytosis	ARFGEF2	1
Endocytosis	ARFGEF1	1
Endocytosis	GBF1	1
Endocytosis	ARF1	1
Endocytosis	ARF3	1
Endocytosis	ARF4	1
Endocytosis	ARF5	1
Phagosome	VAMP3	1
Phagosome	STX12	1
Phagosome	STX7	1
Phagosome	ACTG1	1
Phagosome	ACTB	1
Phagosome	CORO1A	1
Phagosome	STX18	1
Phagosome	SEC22B	1
Phagosome	HLA-A	1
Phagosome	HLA-B	1
Phagosome	HLA-C	1
Phagosome	HLA-F	1
Phagosome	HLA-G	1
Phagosome	HLA-E	1
Phagosome	HLA-DMA	1
Phagosome	HLA-DMB	1
Phagosome	HLA-DOA	1
Phagosome	HLA-DOB	1
Phagosome	HLA-DPA1	1
Phagosome	HLA-DPB1	1
Phagosome	HLA-DQA1	1
Phagosome	HLA-DQA2	1
Phagosome	HLA-DQB1	1
Phagosome	HLA-DRA	1
Phagosome	HLA-DRB1	1
Phagosome	HLA-DRB3	1
Phagosome	HLA-DRB4	1
Phagosome	HLA-DRB5	1
Phagosome	RAB5A	1
Phagosome	RAB5B	1
Phagosome	RAB5C	1
Phagosome	EEA1	1
Phagosome	PIK3C3	1
Phagosome	TFRC	1
Phagosome	HGS	1
Phagosome	ATP6V1A	1
Phagosome	ATP6V1B1	1
Phagosome	ATP6V1B2	1
Phagosome	ATP6V1C2	1
Phagosome	ATP6V1C1	1
Phagosome	ATP6V1D	1
Phagosome	ATP6V1E2	1
Phagosome	ATP6V1E1	1
Phagosome	ATP6V1F	1
Phagosome	ATP6V1G1	1
Phagosome	ATP6V1G3	1
Phagosome	ATP6V1G2	1
Phagosome	ATP6V0E1	1
Phagosome	ATP6V0E2	1
Phagosome	TCIRG1	1
Phagosome	ATP6V0A2	1
Phagosome	ATP6V0A4	1
Phagosome	ATP6V0A1	1
Phagosome	ATP6V0D1	1
Phagosome	ATP6V0D2	1
Phagosome	ATP6V1H	1
Phagosome	ATP6V0C	1
Phagosome	ATP6V0B	1
Phagosome	ATP6AP1	1
Phagosome	RAB7A	1
Phagosome	RAB7B	1
Phagosome	RILP	1
Phagosome	DYNC1H1	1
Phagosome	DYNC2H1	1
Phagosome	DYNC1I1	1
Phagosome	DYNC1I2	1
Phagosome	DYNC1LI2	1
Phagosome	DYNC1LI1	1
Phagosome	TUBA1B	1
Phagosome	TUBA4A	1
Phagosome	TUBA3C	1
Phagosome	TUBA1A	1
Phagosome	TUBA1C	1
Phagosome	TUBA8	1
Phagosome	TUBA3E	1
Phagosome	TUBA3D	1
Phagosome	TUBAL3	1
Phagosome	TUBB6	1
Phagosome	TUBB	1
Phagosome	TUBB1	1
Phagosome	TUBB2A	1
Phagosome	TUBB3	1
Phagosome	TUBB4A	1
Phagosome	TUBB8	1
Phagosome	TUBB2B	1
Phagosome	TUBB4B	1
Phagosome	LAMP1	1
Phagosome	LAMP2	1
Phagosome	PIKFYVE	1
Phagosome	M6PR	1
Phagosome	NOS1	1
Phagosome	MPO	1
Phagosome	CTSL	1
Phagosome	CTSS	1
Phagosome	SEC61A1	1
Phagosome	SEC61A2	1
Phagosome	SEC61B	1
Phagosome	SEC61G	1
Phagosome	TAP1	1
Phagosome	TAP2	1
Phagosome	CALR	1
Phagosome	CANX	1
Phagosome	FCAR	1
Phagosome	FCGR1A	1
Phagosome	FCGR2A	1
Phagosome	FCGR2B	1
Phagosome	FCGR2C	1
Phagosome	FCGR3A	1
Phagosome	FCGR3B	1
Phagosome	IGH	1
Phagosome	C1R	1
Phagosome	ITGAM	1
Phagosome	ITGB2	1
Phagosome	C3	1
Phagosome	COLEC11	1
Phagosome	COLEC12	1
Phagosome	MBL2	1
Phagosome	SFTPA1	1
Phagosome	SFTPA2	1
Phagosome	SFTPD	1
Phagosome	ITGAV	1
Phagosome	ITGA2	1
Phagosome	ITGA5	1
Phagosome	ITGB1	1
Phagosome	ITGB3	1
Phagosome	ITGB5	1
Phagosome	THBS1	1
Phagosome	COMP	1
Phagosome	THBS2	1
Phagosome	THBS3	1
Phagosome	THBS4	1
Phagosome	TLR2	1
Phagosome	TLR6	1
Phagosome	TLR4	1
Phagosome	CD14	1
Phagosome	PLA2R1	1
Phagosome	MRC1	1
Phagosome	MRC2	1
Phagosome	CLEC4M	1
Phagosome	CD209	1
Phagosome	CLEC7A	1
Phagosome	MSR1	1
Phagosome	MARCO	1
Phagosome	OLR1	1
Phagosome	SCARB1	1
Phagosome	CD36	1
Phagosome	CYBA	1
Phagosome	CYBB	1
Phagosome	RAC1	1
Phagosome	NCF1	1
Phagosome	NCF2	1
Phagosome	NCF4	1
Lysosome	TCIRG1	1
Lysosome	ATP6V0A2	1
Lysosome	ATP6V0A4	1
Lysosome	ATP6V0A1	1
Lysosome	ATP6V0D1	1
Lysosome	ATP6V0D2	1
Lysosome	ATP6V1H	1
Lysosome	ATP6AP1	1
Lysosome	ATP6V0C	1
Lysosome	ATP6V0B	1
Lysosome	CTSA	1
Lysosome	CTSB	1
Lysosome	CTSC	1
Lysosome	CTSD	1
Lysosome	CTSE	1
Lysosome	CTSF	1
Lysosome	CTSG	1
Lysosome	CTSH	1
Lysosome	CTSK	1
Lysosome	CTSL	1
Lysosome	CTSO	1
Lysosome	CTSS	1
Lysosome	CTSV	1
Lysosome	CTSW	1
Lysosome	CTSZ	1
Lysosome	NAPSA	1
Lysosome	LGMN	1
Lysosome	TPP1	1
Lysosome	GLA	1
Lysosome	GLB1	1
Lysosome	GAA	1
Lysosome	GBA	1
Lysosome	IDUA	1
Lysosome	NAGA	1
Lysosome	NAGLU	1
Lysosome	GALC	1
Lysosome	GUSB	1
Lysosome	FUCA1	1
Lysosome	FUCA2	1
Lysosome	HEXA	1
Lysosome	HEXB	1
Lysosome	MANBA	1
Lysosome	MAN2B1	1
Lysosome	NEU1	1
Lysosome	HYAL2	1
Lysosome	HYAL1	1
Lysosome	SPAM1	1
Lysosome	HYAL4	1
Lysosome	HYAL3	1
Lysosome	ARSA	1
Lysosome	ARSB	1
Lysosome	ARSG	1
Lysosome	GALNS	1
Lysosome	GNS	1
Lysosome	IDS	1
Lysosome	SGSH	1
Lysosome	LIPA	1
Lysosome	PLA2G15	1
Lysosome	DNASE2	1
Lysosome	DNASE2B	1
Lysosome	ACP2	1
Lysosome	ACP5	1
Lysosome	SMPD1	1
Lysosome	ASAH1	1
Lysosome	AGA	1
Lysosome	PSAP	1
Lysosome	PSAPL1	1
Lysosome	GM2A	1
Lysosome	PPT1	1
Lysosome	PPT2	1
Lysosome	LAMP1	1
Lysosome	LAMP2	1
Lysosome	LAMP3	1
Lysosome	CD68	1
Lysosome	CD63	1
Lysosome	SCARB2	1
Lysosome	NPC1	1
Lysosome	NPC2	1
Lysosome	CTNS	1
Lysosome	SLC17A5	1
Lysosome	SLC11A1	1
Lysosome	SLC11A2	1
Lysosome	LAPTM4B	1
Lysosome	LAPTM5	1
Lysosome	LAPTM4A	1
Lysosome	ABCA2	1
Lysosome	ABCB9	1
Lysosome	CD164	1
Lysosome	ENTPD4	1
Lysosome	SORT1	1
Lysosome	CLN3	1
Lysosome	CLN5	1
Lysosome	MFSD8	1
Lysosome	HGSNAT	1
Lysosome	SUMF1	1
Lysosome	GNPTAB	1
Lysosome	GNPTG	1
Lysosome	NAGPA	1
Lysosome	IGF2R	1
Lysosome	M6PR	1
Lysosome	CLTA	1
Lysosome	CLTB	1
Lysosome	CLTC	1
Lysosome	CLTCL1	1
Lysosome	AP1G1	1
Lysosome	AP1G2	1
Lysosome	AP1B1	1
Lysosome	AP1M1	1
Lysosome	AP1M2	1
Lysosome	AP1S1	1
Lysosome	AP1S2	1
Lysosome	AP1S3	1
Lysosome	AP3D1	1
Lysosome	AP3B2	1
